,sentence,pos,language,switch
311,no te pares que después la gente no puede ver en el frente porque todos son bajitos .,adv pro:obj v pro:rel adv det:art n adv v inf prep det:art adv conj det:indef cop adj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
312,oh my goodness .,co pro:poss:det n .,ESP ESP ESP,0
313,y al frente de la iglesia hay un field de puro maíz .,coord aprep adv prep det:art n v det:art L2 prep n n .,ESP ESP ESP ESP ESP ESP ESP ESP ENG ESP ESP ESP,1
314,y tomamos fotos ahí .,coord v n adv .,ESP ESP ESP ESP,0
315,y todos están entre el maíz todos chiquiticos ahí .,coord pro:indef aux prep det:art n pro:indef n adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
316,es chévere .,cop adj .,ESP ESP,0
317,me gustó .,pro:obj v .,ESP ESP,0
318,Macedonia .,n:prop .,ESP,0
319,y ahí en las iglesias bailábamos por horas y horas y horas .,coord adv prep det:art n v prep n coord n coord n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
320,era super chévere .,cop n adj .,ESP ESP ESP,0
321,era una fiesta .,cop det:art n .,ESP ESP ESP,0
322,sí .,co .,ESP,0
323,de las //.,prep det:art +//.,ESP ESP,0
324,la iglesia comenzaba a las siete .,det:art n v aprep det:art det:num .,ESP ESP ESP ESP ESP ESP,0
325,salíamos ahí a las doce de la noche .,v adv aprep det:art det:num prep det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
326,y era primero el servicio y era tan chévere porque ahí ni predicaban .,coord cop adv det:art n coord cop adv adj conj adv coord v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
327,"era toda la gente ""/.","cop det:indef det:art n +""/.",ESP ESP ESP ESP,0
328,wow .,co .,ESP,0
329,y ahí bailando bailando por horas en la presencia de dios .,coord adv ger ger prep n prep det:art n v co .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
330,y ni bailando no era bailando unos con otros .,coord coord ger adv cop ger det:art prep pro:indef .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
331,era y tú like todo el mundo like en su propio momento con dios .,cop coord pro:sub L2 det:indef det:art n L2 prep det:pos adj n prep co .,ESP ESP ESP ENG ESP ESP ESP ENG ESP ESP ESP ESP ESP ESP,1
332,en su propio momento sí .,prep det:pos adj n co .,ESP ESP ESP ESP ESP,0
333,sí .,co .,ESP,0
334,I loved it .,pro:sub v pro .,ESP ESP ESP,0
335,wow .,co .,ESP,0
336,íbamos por los mercados .,v prep det:art part .,ESP ESP ESP ESP,0
337,es chévere .,cop adj .,ESP ESP,0
338,es que yo el único país que yo conozco de South América es el mío .,cop pro:rel pro:sub det:art adj n pro:rel pro:sub v prep n:prop n:prop cop det:art pro:pos .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
339,.,None,,0
340,eh well a little bit of Colombia .,co co det adj n prep n:prop .,ESP ESP ESP ESP ESP ESP ESP,0
341,Colombia ?,n:prop ?,ESP,0
342,Colombia yeah because is next to //.,n:prop co conj aux adv prep +//.,ESP ESP ESP ESP ESP ESP,0
343,oh you been to Colombia ?,co pro cop prep n:prop ?,ESP ESP ESP ESP ESP,0
344,ah just to Cúcuta .,co adv prep n:prop .,ESP ESP ESP ESP,0
345,and that's it .,conj pro:dem pro .,ESP ESP ESP,0
346,ah .,co .,ESP,0
347,I like going Bogotá .,pro:sub v part n:prop .,ESP ESP ESP ESP,0
348,I would like to go to Venezuela .,pro:sub mod v inf v prep n:prop .,ESP ESP ESP ESP ESP ESP ESP,0
349,what people tell me //.,pro:wh n v pro:obj +//.,ESP ESP ESP ESP,0
350,tell me it's cool .,v pro:obj pro adj .,ESP ESP ESP ESP,0
351,I can go there like in five years .,pro:sub mod v adv v prep det:num n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
352,wow .,co .,ESP,0
353,and I become a citizen .,conj pro:sub cop det n .,ESP ESP ESP ESP ESP,0
354,it's really nice been in another country .,pro adv adj cop prep qn n .,ESP ESP ESP ESP ESP ESP ESP,0
355,yeah .,co .,ESP,0
356,you know where I'm gonna go ?,pro v adv:wh pro:sub part v ?,ESP ESP ESP ESP ESP ESP,0
357,I wanna go here here here here here .,pro:sub v v adv adv adv adv adv .,ESP ESP ESP ESP ESP ESP ESP ESP,0
358,everywhere .,n .,ESP,0
359,yeah .,co .,ESP,0
360,travel the world .,v det n .,ESP ESP ESP,0
361,I know all of that because in my history class we're estamos viendo todo eso .,n:prop:L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 aux ger det:indef pro:dem .,ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP ESP ESP ESP,1
362,ajá .,co .,ESP,0
363,oh my goodness pero es demasiado .,co L2 L2 conj cop adj .,ESP ENG ENG ESP ESP ESP,1
364,como eh eh cuando vimos Rome .,adv co co pro:rel v n:prop:L2 .,ESP ESP ESP ESP ESP ESP,0
365,the Roman empire .,det n:prop n .,ESP ESP ESP,0
366,yo dije quiero ir a Roma ya .,pro:sub v v inf aprep n:prop:L2 adv .,ESP ESP ESP ESP ESP ESP ESP,0
367,.,None,,0
368,estábamos viendo también las Egipto todos esos .,aux ger adv det:art n:prop det:indef det:dem .,ESP ESP ESP ESP ESP ESP ESP,0
369,ajá .,co .,ESP,0
370,también quiero ir //.,adv v inf +//.,ESP ESP ESP,0
371,ahorita estamos viendo es esto mismo .,adv aux ger cop pro:dem adj .,ESP ESP ESP ESP ESP ESP,0
372,a Mexico South America //.,aprep n:prop n:prop:L2 n:prop +//.,ESP ESP ESP ESP,0
373,wow tú me hiciste un sueño que tuve de Italia .,L2 pro:sub pro:obj v det:art v pro:rel v prep n:prop .,ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP,1
374,and stuff /.,coord n +/.,ESP ESP,0
375,hablando de Roma .,ger prep n:prop .,ESP ESP ESP,0
376,y siguen .,coord v .,ESP ESP,0
377,y entonces estamos viendo las ruinas Machu_Picchu Tenochtitlán y todo eso de los Mayan Aztecs .,coord adv aux ger det:art adj n:prop n:prop coord det:indef pro:dem prep det:art n:prop:L2 n:prop:L2 .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
378,y todo es súper interesante ?,coord pro:indef cop n adj ?,ESP ESP ESP ESP ESP,0
379,sí .,co .,ESP,0
380,"o sea yo las veo y yo ""/.","coord cop pro:sub pro:obj v coord pro:sub +""/.",ESP ESP ESP ESP ESP ESP ESP,0
381,wow I wanna go there .,co pro:sub v v adv .,ESP ESP ESP ESP ESP,0
382,I wanna know .,pro:sub v v .,ESP ESP ESP,0
383,I wanna watch .,pro:sub v n .,ESP ESP ESP,0
384,I want experience .,pro:sub v n .,ESP ESP ESP,0
385,cool .,adj .,ESP,0
386,quiero experimentar todo eso .,v inf det:indef pro:dem .,ESP ESP ESP ESP,0
387,pero quiero /.,conj v +/.,ESP ESP,0
388,oye sigue .,co v .,ESP ESP,0
389,all around the world .,post prep det n .,ESP ESP ESP ESP,0
390,just para captar por mi vista todo .,L2 prep inf prep det:pos v det:indef .,ENG ESP ESP ESP ESP ESP ESP,1
391,chévere chévere .,adj adj .,ESP ESP,0
392,sí .,co .,ESP,0
393,porque es cool .,conj cop L2 .,ESP ESP ENG,1
394,yo he soñado con dos lugares .,pro:sub aux part prep det:num n .,ESP ESP ESP ESP ESP ESP,0
395,y sin nunca ir ahí .,coord prep adv inf adv .,ESP ESP ESP ESP ESP,0
396,uno es China .,det:art cop n:prop .,ESP ESP ESP,0
397,soñé que estaba en China .,v pro:rel cop prep n:prop .,ESP ESP ESP ESP ESP,0
398,que estaba en frente de una universidad en China .,pro:rel cop prep adv prep det:art n prep n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
399,y pero había un ataque en los buses .,coord conj v det:art v prep det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
400,estaban atacando a los estudiantes .,aux ger aprep det:art n .,ESP ESP ESP ESP ESP,0
401,y nos sentamos ahí al lado .,coord pro:obj v adv aprep n .,ESP ESP ESP ESP ESP ESP,0
402,y todos los estudiantes estaban corriendo .,coord pro:indef det:art n aux ger .,ESP ESP ESP ESP ESP ESP,0
403,raro .,adj .,ESP,0
404,y el otro sueño que estaba jugando fútbol en Italia .,coord det:art pro:indef v pro:rel aux ger n prep n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
405,what ?,pro:wh ?,ESP,0
406,yo qué sueño raro .,pro:sub pro:int v adj .,ESP ESP ESP ESP,0
407,que habían unas unas calles eran así como esto .,pro:rel aux v v n cop adv adv pro:dem .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
408,las calles en vez de las calles ser de concrete .,pro:obj v prep n prep det:art n inf prep L2 .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG,1
409,eran de estos bloquecitos .,cop prep det:dem n .,ESP ESP ESP ESP,0
410,y yo estaba jugando soccer .,coord pro:sub aux ger L2 .,ESP ESP ESP ESP ENG,1
411,y nos metíamos en los .,coord pro:obj v prep det:art .,ESP ESP ESP ESP ESP,0
412,y había un círculo donde estaban alrededor de edificios .,coord aux det:art n pro:rel cop adv prep n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
413,y adentro ahí estaba jugando soccer .,coord adv adv aux ger L2 .,ESP ESP ESP ESP ESP ENG,1
414,"y yo ""/.","coord pro:sub +""/.",ESP ESP,0
415,qué raro .,pro:int adj .,ESP ESP,0
416,.,None,,0
417,Kazakhstan .,n:prop .,ESP,0
418,eso no es de donde era Borat ?,pro:dem adv cop prep pro:rel cop n:prop ?,ESP ESP ESP ESP ESP ESP ESP,0
419,Kazakhstan .,n:prop .,ESP,0
420,yeah .,co .,ESP,0
421,.,None,,0
422,Borat was from there .,n:prop cop prep pro:dem .,ESP ESP ESP ESP,0
423,but it is so big that country ?,conj pro aux adv adj det n ?,ESP ESP ESP ESP ESP ESP ESP,0
424,no dónde ?,adv pro:int ?,ESP ESP,0
425,here fifty four .,adv det:num det:num .,ESP ESP ESP,0
426,fifty five .,det:num det:num .,ESP ESP,0
427,no .,adv .,ESP,0
428,ah fifty four .,co det:num det:num .,ESP ESP ESP,0
429,look .,co .,ESP,0
430,.,None,,0
431,it's huge !,pro adj !,ESP ESP,0
432,yeah .,co .,ESP,0
433,my mom didn't even know it existed .,pro:poss:det n mod v v pro v .,ESP ESP ESP ESP ESP ESP ESP,0
434,"she's like ""/.","pro:sub prep +""/.",ESP ESP,0
435,it's bigger than Colombia .,pro adj prep n:prop .,ESP ESP ESP ESP,0
436,ah .,co .,ESP,0
437,"my mom started laughing like "".","pro:poss:det n v n:gerund prep +"".",ESP ESP ESP ESP ESP,0
438,ahhah Kazakhstan he made that up .,co n:prop pro:sub v adv adv .,ESP ESP ESP ESP ESP ESP,0
439,"and I'm like no ""/.","conj pro:sub prep co +""/.",ESP ESP ESP ESP,0
440,no exist .,co v .,ESP ESP,0
441,talk like that .,n prep pro:dem .,ESP ESP ESP,0
442,?,None,,0
443,Kurdish republic .,n:prop n .,ESP ESP,0
444,Morocco .,n:prop .,ESP,0
445,ay Morocco is cool .,co n:prop:L2 L2 L2 .,ESP ESP ENG ENG,1
446,pues sí .,co co .,ESP ESP,0
447,it's just here .,pro adv adv .,ESP ESP ESP,0
448,Morocco .,n:prop .,ESP,0
449,next to //.,adv prep +//.,ESP ESP,0
450,you can go to Spain .,pro mod v prep n:prop .,ESP ESP ESP ESP ESP,0
451,or those countries also .,conj det n adv .,ESP ESP ESP ESP,0
452,you couldn't travel because if you're helping people there just doing that .,pro mod v conj conj pro n:gerund n adv adv part rel .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
453,what do you mean ?,pro:wh mod pro v ?,ESP ESP ESP ESP,0
454,"because if for example I mean in the case you're going to Morocco si estás ahí tú no puedes decir ""/.","L2 L2 L2 L2 n:prop:L2 L2 L2 L2 L2 L2 L2 L2 n:prop:L2 conj cop adv pro:sub adv v inf +""/.",ENG ENG ENG ENG ESP ENG ENG ENG ENG ENG ENG ENG ESP ESP ESP ESP ESP ESP ESP ESP,1
455,no me voy a pasar para España .,adv pro:obj v aprep inf prep n:prop .,ESP ESP ESP ESP ESP ESP ESP,0
456,"a lo menos que algo pase y dicen ""/.","aprep pro:obj adv pro:rel pro:dem imp coord v +""/.",ESP ESP ESP ESP ESP ESP ESP ESP,0
457,es que por eso es tan chévere estar aquí like tener la vida con dios .,cop pro:rel prep pro:dem cop adv adj inf adv L2 inf det:art co:voc prep co .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG ESP ESP ESP ESP ESP,1
458,"me dicen ""/.","pro:obj v +""/.",ESP ESP,0
459,ah mira resulta que te necesitan en España este fin de semana porque una familia tan tan tan tan tan .,co co v pro:rel pro:obj v prep n:prop det:dem n prep n conj det:art n adv adv adv adv adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
460,y bajas ahí .,coord v adv .,ESP ESP ESP,0
461,sí pero sí sí sí .,co conj co co co .,ESP ESP ESP ESP ESP,0
462,I mean .,pro:sub v .,ESP ESP,0
463,si si estás en Marruecos nada más .,conj conj cop prep n:prop v adv .,ESP ESP ESP ESP ESP ESP ESP,0
464,es para que sirvas en Marruecos .,cop prep pro:rel v prep n:prop .,ESP ESP ESP ESP ESP ESP,0
465,porque para eso estás //.,conj prep pro:dem cop +//.,ESP ESP ESP ESP,0
466,en España no está aquí so .,prep n:prop adv cop adv co .,ESP ESP ESP ESP ESP ESP,0
467,you wouldn't need to go to Spain .,pro mod v inf v prep n:prop .,ESP ESP ESP ESP ESP ESP ESP,0
468,pues no es un ...,co adv cop det:art +...,ESP ESP ESP ESP,0
469,pero si un fin de semana quieres ir a Morroco .,conj conj det:art n prep n v inf aprep n:prop:L2 .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
470,country ah ?,n co ?,ESP ESP,0
471,a España .,aprep n:prop .,ESP ESP,0
472,ah en España .,co prep n:prop .,ESP ESP ESP,0
473,I don't think you could because you're volunteer in there .,pro:sub mod v pro mod conj pro n prep pro:dem .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
474,oh but they give you /.,co conj pro:sub v pro +/.,ESP ESP ESP ESP ESP,0
475,I think you are twenty four seven .,pro:sub v pro cop det:num det:num det:num .,ESP ESP ESP ESP ESP ESP ESP,0
476,yeah but they probably give you a day off two days off .,co conj pro:sub adv v pro det n prep det:num n adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
477,yeah but just going for one day .,co conj adv part prep pro:indef n .,ESP ESP ESP ESP ESP ESP ESP,0
478,what happens if you're working here ?,pro:wh v conj pro part adv ?,ESP ESP ESP ESP ESP ESP,0
479,and Spain is over there .,conj n:prop cop prep pro:dem .,ESP ESP ESP ESP ESP,0
480,it's like being in Boston .,pro prep n:gerund prep n:prop .,ESP ESP ESP ESP ESP,0
481,.,None,,0
482,and you want just go to Mexico .,conj pro v adv v prep n:prop .,ESP ESP ESP ESP ESP ESP ESP,0
483,and you have only one day off .,conj pro v adv det:num n adv .,ESP ESP ESP ESP ESP ESP ESP,0
484,.,None,,0
485,that's //.,pro:dem +//.,ESP,0
486,not possible .,neg adj .,ESP ESP,0
487,I guess so .,pro:sub v adv .,ESP ESP ESP,0
488,I don't know .,pro:sub mod v .,ESP ESP ESP,0
489,but I wanna go where is Mozambique ?,conj pro:sub v v adv:wh cop n:prop ?,ESP ESP ESP ESP ESP ESP ESP,0
490,.,None,,0
491,Mozambique .,n:prop .,ESP,0
492,Mozambique .,n:prop .,ESP,0
493,Mozambique .,n:prop .,ESP,0
494,thirty six right there .,det:num det:num adv adv .,ESP ESP ESP ESP,0
495,this is Madagascar .,pro:dem cop n:prop .,ESP ESP ESP,0
496,I know where's Madagascar .,pro:sub v rel n:prop .,ESP ESP ESP ESP,0
497,ah .,co .,ESP,0
498,Japan .,n:prop .,ESP,0
499,no Philippines .,co n:prop .,ESP ESP,0
500,Philippines .,n:prop .,ESP,0
501,Japan is this one .,n:prop cop det pro:indef .,ESP ESP ESP ESP,0
502,Japan is ...,n:prop cop +...,ESP ESP,0
503,no are you crazy ?,co aux pro adj ?,ESP ESP ESP ESP,0
504,yes it's /.,co pro +/.,ESP ESP,0
505,no it's not .,co pro neg .,ESP ESP ESP,0
506,it's an island that it's just next to China .,pro det n rel pro adv adv prep n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
507,are you crazy ?,cop pro adj ?,ESP ESP ESP,0
508,no .,co .,ESP,0
509,over here .,prep pro:dem .,ESP ESP,0
510,that's Japan .,pro:dem n:prop .,ESP ESP,0
511,and what is this ?,conj pro:wh aux det ?,ESP ESP ESP ESP,0
512,Thailand .,n:prop .,ESP,0
513,like part of Malaysia .,prep n prep n:prop .,ESP ESP ESP ESP,0
514,yeah .,co .,ESP,0
515,Philippines .,n:prop .,ESP,0
516,Malaysia .,n:prop .,ESP,0
517,Japan .,n:prop .,ESP,0
518,Rome I wanna go Rome okay .,n:prop pro:sub v v n:prop co .,ESP ESP ESP ESP ESP ESP,0
519,experience .,n .,ESP,0
520,to teach English in another country it's super fun .,inf v n:prop prep qn n pro adj n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
521,well you gotta know the language of the other ...,co pro mod:aux v det n prep det qn +...,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
522,yeah yeah I spoke to the lady who give me the brochure .,co co pro:sub v prep det n rel v pro:obj det n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
523,and she said that they teach you English for two years .,conj pro:sub v rel pro:sub v pro n:prop prep det:num n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
524,I mean not English .,pro:sub v neg n:prop .,ESP ESP ESP ESP,0
525,they teach you the language of the country you're going to for two years and the /.,pro:sub v pro det n prep det n pro part prep prep det:num n coord det +/.,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
526,wow but this program is long .,co conj det n aux adv .,ESP ESP ESP ESP ESP ESP,0
527,yeah it's twenty seven months you have to volunteer .,co pro det:num det:num n pro v prep n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
528,twenty seven months ?,det:num det:num n ?,ESP ESP ESP,0
529,that's more than two years .,pro:dem qn prep det:num n .,ESP ESP ESP ESP ESP,0
530,yeah .,co .,ESP,0
531,no .,co .,ESP,0
532,I won't do that .,pro:sub mod v pro:dem .,ESP ESP ESP ESP,0
533,sí it's a long time right ?,co L2 L2 L2 L2 L2 ?,ESP ENG ENG ENG ENG ENG,1
534,yeah .,co .,ESP,0
535,it's only volunteer .,pro qn n .,ESP ESP ESP,0
536,well they pay for everything .,co pro:sub v prep pro:indef .,ESP ESP ESP ESP ESP,0
537,yeah .,co .,ESP,0
538,but it's like you you don't get a saving .,conj pro rel pro pro mod v det part .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
539,but /.,conj +/.,ESP,0
540,it's like //.,pro rel +//.,ESP ESP,0
541,for example if your career is doing that it's good .,prep n conj pro:poss:det n aux part rel pro adj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
542,but my case wouldn't be .,conj pro:poss:det n mod cop .,ESP ESP ESP ESP ESP,0
543,.,None,,0
544,because this helps you to develop a curriculum .,conj det v pro inf v det n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
545,it's not about developing curriculum either .,pro neg adv part n adv .,ESP ESP ESP ESP ESP ESP,0
546,but pero es para ayudar a la gente y todo eso .,L2 conj cop prep inf aprep det:art n coord det:indef pro:dem .,ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,1
547,.,None,,0
548,mira esa vaca flaca .,v det:dem n adj .,ESP ESP ESP ESP,0
549,oh my goodness .,co pro:poss:det n .,ESP ESP ESP,0
550,hasta la vaca está ...,prep det:art n cop +...,ESP ESP ESP ESP,0
551,estás segura que es una vaca ?,cop adj pro:rel cop det:art n ?,ESP ESP ESP ESP ESP ESP,0
552,sí .,co .,ESP,0
553,are you sure it's a cow ?,cop pro adj pro det n ?,ESP ESP ESP ESP ESP ESP,0
554,.,None,,0
555,or a horse ?,coord det n ?,ESP ESP ESP,0
556,it's look like a cow .,pro v prep det n .,ESP ESP ESP ESP ESP,0
557,no it is a cow .,co pro cop det n .,ESP ESP ESP ESP ESP,0
558,even the cow is starving dude .,v det n aux part n .,ESP ESP ESP ESP ESP ESP,0
559,that's horrible .,pro:dem adj .,ESP ESP,0
560,no se la pueden comer .,adv pro:refl pro:obj v inf .,ESP ESP ESP ESP ESP,0
561,.,None,,0
562,si las matan nada más tienen para el huesito .,conj pro:obj v v adv v prep det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
563,hueso .,n .,ESP,0
564,interesting .,part .,ESP,0
565,is a volunteer in Mongolia .,cop det n prep n:prop .,ESP ESP ESP ESP ESP,0
566,it's super cool .,pro adj adj .,ESP ESP ESP,0
567,but it's an experience of a lifetime .,conj pro det n prep det n .,ESP ESP ESP ESP ESP ESP ESP,0
568,a ver ?,aprep inf ?,ESP ESP,0
569,let me see .,v pro:obj v .,ESP ESP ESP,0
570,oh my God .,co pro:poss:det n:prop .,ESP ESP ESP,0
571,even if you don't go with peace corps it's like if you go on mission work .,adv conj pro mod v prep n n pro v conj pro v prep n n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
572,that's so awesome .,pro:dem adv adj .,ESP ESP ESP,0
573,I love it .,pro:sub v pro .,ESP ESP ESP,0
574,you get to meet so so many people ...,pro v inf v conj adv qn n +...,ESP ESP ESP ESP ESP ESP ESP ESP,0
575,.,None,,0
576,but ...,conj +...,ESP,0
577,sí después le digo lo que era .,co adv pro:ind v pro:obj pro:rel cop .,ESP ESP ESP ESP ESP ESP ESP,0
578,.,None,,0
579,ah .,co .,ESP,0
580,me da pena no lo quería rechazar .,pro:obj v n adv pro:obj v inf .,ESP ESP ESP ESP ESP ESP ESP,0
581,what was that ?,pro:wh cop pro:dem ?,ESP ESP ESP,0
582,ah un amigo .,co det:art n .,ESP ESP ESP,0
583,pero después yo le digo .,conj adv pro:sub pro:ind v .,ESP ESP ESP ESP ESP,0
584,ah es que estamos haciendo un recording .,co cop pro:rel aux ger det:art L2 .,ESP ESP ESP ESP ESP ESP ENG,1
585,ah .,co .,ESP,0
586,pero de todas maneras no ...,conj prep det:indef n adv +...,ESP ESP ESP ESP ESP,0
587,él podía venir .,pro:sub v inf .,ESP ESP ESP,0
588,sí ?,co ?,ESP,0
589,sí .,co .,ESP,0
590,ay yo no lo sabía .,co pro:sub adv pro:obj v .,ESP ESP ESP ESP ESP,0
591,whatever .,pro:wh .,ESP,0
592,"ya el te dijo ""/.","adv det:art pro:obj v +""/.",ESP ESP ESP ESP,0
593,if you've to answer the phone .,conj pro inf v det n .,ESP ESP ESP ESP ESP ESP,0
594,you can answer it .,pro mod v pro .,ESP ESP ESP ESP,0
595,don't worry .,mod v .,ESP ESP,0
596,ah bueno bueno .,co co co .,ESP ESP ESP,0
597,de todas maneras .,prep det:indef n .,ESP ESP ESP,0
598,it's just talking .,pro adv part .,ESP ESP ESP,0
599,qué es esto ?,pro:int cop pro:dem ?,ESP ESP ESP,0
600,oh look .,co co .,ESP ESP,0
601,a butterfly !,det n !,ESP ESP,0
602,dónde ?,pro:int ?,ESP,0
603,oh my God !,co pro:poss:det n:prop !,ESP ESP ESP,0
604,it's huge !,pro adj !,ESP ESP,0
605,de qué hablas ?,prep pro:int v ?,ESP ESP ESP,0
606,.,None,,0
607,.,None,,0
608,ay no !,co adv !,ESP ESP,0
609,.,None,,0
610,un butterfly .,det:art L2 .,ESP ENG,1
611,.,None,,0
612,rosado y negro .,adj coord adj .,ESP ESP ESP,0
613,hay balones ahí arriba .,v n adv adv .,ESP ESP ESP ESP,0
614,.,None,,0
615,no sé .,adv v .,ESP ESP,0
616,te estás divirtiendo ahora ?,pro:obj aux ger adv ?,ESP ESP ESP ESP,0
617,yo creo .,pro:sub v .,ESP ESP,0
618,viste techo que es super cool ?,v n pro:rel cop n adj ?,ESP ESP ESP ESP ESP ESP,0
619,sí a ti te gusta ese diseño ?,co aprep pro:prep pro:obj v det:dem v ?,ESP ESP ESP ESP ESP ESP ESP,0
620,ah ?,co ?,ESP,0
621,a ti te gusta ese diseño ?,aprep pro:prep pro:obj v det:dem v ?,ESP ESP ESP ESP ESP ESP,0
622,sí y no .,co coord adv .,ESP ESP ESP,0
623,o sea it's like /.,coord cop L2 L2 +/.,ESP ESP ENG ENG,1
624,a mí no me gusta .,aprep pro:prep adv pro:obj v .,ESP ESP ESP ESP ESP,0
625,experimentándolo .,ger .,ESP,0
626,se ensucia .,pro:refl v .,ESP ESP,0
627,lo ves .,pro:obj v .,ESP ESP,0
628,es que de eso se trata architecture .,cop pro:rel prep pro:dem pro:refl v L2 .,ESP ESP ESP ESP ESP ESP ENG,1
629,de qué ?,prep pro:int ?,ESP ESP,0
630,de experimentar todo y verlo .,prep inf det:indef coord inf .,ESP ESP ESP ESP ESP,0
631,o sea yo yo he de verdad que cuando uno estudia eso uno cambia el concepto en como ve todo .,coord cop pro:sub pro:sub v prep co prep pro:rel pro:dem v pro:dem pro:dem v det:art n prep adv v det:indef .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
632,te empiezas a desarrollar como a develop esas cosas de ver todo de forma diferente .,pro:obj v aprep inf adv aprep L2 det:dem v prep inf det:indef prep n adj .,ESP ESP ESP ESP ESP ESP ENG ESP ESP ESP ESP ESP ESP ESP ESP,1
633,like the approach you have for everything .,prep det n pro v prep pro:indef .,ESP ESP ESP ESP ESP ESP ESP,0
634,entonces como ves este scenario .,adv adv v imp L2 .,ESP ESP ESP ESP ENG,1
635,tú sabes yo lo veo y como que me inspiro para hacer algo .,pro:sub v pro:sub pro:obj v coord adv pro:rel pro:obj v prep inf pro:dem .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
636,lo estoy viendo no estoy pendiente del espacio sino que estoy pendiente de la estructura .,pro:obj aux ger adv cop n prep n conj pro:rel cop n prep det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
637,estoy pendiente de cómo circula la gente .,aux n prep pro:int v det:art n .,ESP ESP ESP ESP ESP ESP ESP,0
638,de la luz .,prep det:art n .,ESP ESP ESP,0
639,de que es muy oscuro .,prep pro:rel cop adv adj .,ESP ESP ESP ESP ESP,0
640,verdad ?,co ?,ESP,0
641,es muy oscuro .,cop adv adj .,ESP ESP ESP,0
642,sí porque de repente ellos querían hacer /.,co conj prep n pro:sub v inf +/.,ESP ESP ESP ESP ESP ESP ESP,0
643,y es como que muy .,coord cop adv pro:rel adv .,ESP ESP ESP ESP ESP,0
644,hacer algo bastante macizo pero querían mantener la conexión entre esta parte de college y la otra parte .,inf pro:dem adv adj conj v inf det:art n prep imp n prep L2 coord det:art det:indef n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG ESP ESP ESP ESP,1
645,porque si no hubiese estado este hueco acá las personas hubiesen tenido que dar toda la vuelta alrededor .,conj conj adv v part imp n adv det:art n v part pro:rel inf det:indef det:art n adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
646,and that would be like bothersome because /.,conj pro:dem mod cop prep adj conj +/.,ESP ESP ESP ESP ESP ESP ESP,0
