,sentence,pos,language,switch
233,five thousand nine hundred .,det:num det:num det:num det:num .,ESP ESP ESP ESP,0
234,es que esa comunidad ha habido demasiado vandalism .,cop pro:rel det:dem n aux part adj L2 .,ESP ESP ESP ESP ESP ESP ESP ENG,1
235,two ninety five two eighty eight every month .,det:num det:num det:num det:num det:num det:num qn n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
236,yeah but not only that .,co conj neg adv pro:dem .,ESP ESP ESP ESP ESP,0
237,pero since she was behind .,conj L2 L2 L2 L2 .,ESP ENG ENG ENG ENG,1
238,she had to pay attorney's fees .,pro:sub v inf v n n .,ESP ESP ESP ESP ESP ESP,0
239,one thousand one hundred and fifty el abogado este .,L2 L2 L2 L2 L2 L2 det:art n imp .,ENG ENG ENG ENG ENG ENG ESP ESP ESP,1
240,that's why .,pro:dem adv:wh .,ESP ESP,0
241,no se mató nadie ?,adv pro:refl v pro:indef ?,ESP ESP ESP ESP,0
242,este el abogado estaba muy muy bonito estuvimos in Plantation donde el lawyer .,det:dem det:art n cop adv adv adj aux L2 n:prop pro:rel det:art L2 .,ESP ESP ESP ESP ESP ESP ESP ESP ENG ESP ESP ESP ENG,1
243,y para qué nos trataron muy bien .,coord prep pro:int pro:obj v adv adv .,ESP ESP ESP ESP ESP ESP ESP,0
244,you cannot stop it .,pro mod v pro .,ESP ESP ESP ESP,0
245,you cannot do it that .,pro mod v pro rel .,ESP ESP ESP ESP ESP,0
246,so .,co .,ESP,0
247,.,None,,0
248,y entonces ah el abogado que fuiste a ver si .,coord adv co det:art n pro:rel v aprep inf conj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
249,si para que la oficina y todo la gente al principio todos estaban como un poquito tú sabes pensando que ellos no querían pagar .,conj prep pro:rel det:art n coord pro:indef det:art n aprep n det:indef cop adv det:art pro:indef pro:sub v ger prep pro:sub adv v inf .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
250,mhm .,co .,ESP,0
251,pero nada que ver el veterano se paró .,conj v pro:rel inf det:art n pro:refl v .,ESP ESP ESP ESP ESP ESP ESP ESP,0
252,José bien parado el hombre .,n:prop adv part det:art co:voc .,ESP ESP ESP ESP ESP,0
253,tiene su carácter .,v det:pos n .,ESP ESP ESP,0
254,y mis respetos para él .,coord det:pos n imp pro:sub .,ESP ESP ESP ESP ESP,0
255,"me dijo ""/.","pro:obj v +""/.",ESP ESP,0
256,usted no me puede a mí decir ni culparme porque es un pago automático de un banco que yo ni siquiera puedo ver desde mi país .,pro:sub adv pro:obj v aprep pro:prep inf coord inf conj cop det:art n adj prep det:art n pro:rel pro:sub coord conj v inf prep det:pos n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
257,una cuenta que yo tengo ahí .,pro:dem v pro:rel pro:sub v adv .,ESP ESP ESP ESP ESP ESP,0
258,y que supuestamente ustedes deben sacar el dinero automáticamente .,coord pro:rel adv:adj pro:sub v inf det:art n adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
259,no fue mi culpa .,adv cop det:pos v .,ESP ESP ESP ESP,0
260,y no fue mi problema porque yo no vivo aquí .,coord adv cop det:pos n conj pro:sub adv v adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
261,mhm .,co .,ESP,0
262,y yo vengo una vez por año .,coord pro:sub v det:art n prep n .,ESP ESP ESP ESP ESP ESP ESP,0
263,mhm .,co .,ESP,0
264,"y le dijo ""/.","coord pro:ind v +""/.",ESP ESP ESP,0
265,yo no estoy .,pro:sub adv cop .,ESP ESP ESP,0
266,yo no estoy .,pro:sub adv cop .,ESP ESP ESP,0
267,"me dice "".","pro:obj v +"".",ESP ESP,0
268,negando la responsabilidad de pagar .,ger det:art n prep inf .,ESP ESP ESP ESP ESP,0
269,yo te quiero pagar .,pro:sub pro:obj v inf .,ESP ESP ESP ESP,0
270,"le dijo ""/.","pro:ind v +""/.",ESP ESP,0
271,y yo no me voy a ir de aquí si usted me dice que no porque esto va a seguir subiendo .,coord pro:sub adv pro:obj v aprep inf prep adv conj pro:sub pro:obj v pro:rel adv conj pro:dem v aprep inf ger .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
272,yo quiero pagar .,pro:sub v inf .,ESP ESP ESP,0
273,y quiero pagarle ahora .,coord v inf adv .,ESP ESP ESP ESP,0
274,el abogado subió .,det:art n v .,ESP ESP ESP,0
275,el abogado entró otra vez .,det:art n v det:indef n .,ESP ESP ESP ESP ESP,0
276,trajo un papel .,v det:art n .,ESP ESP ESP,0
277,se lo hizo firmar .,pro:refl pro:obj v inf .,ESP ESP ESP ESP,0
278,y le condonaron los intereses .,coord pro:ind v det:art v .,ESP ESP ESP ESP ESP,0
279,sí ?,co ?,ESP,0
280,sí .,co .,ESP,0
281,le condonaron los intereses .,pro:ind v det:art v .,ESP ESP ESP ESP,0
282,lo que no pudimos condonar fue el fee del abogado .,pro:obj pro:rel adv v inf v det:art L2 prep n .,ESP ESP ESP ESP ESP ESP ESP ENG ESP ESP,1
283,ah sí no de eso forget it .,co co adv prep pro:dem L2 L2 .,ESP ESP ESP ESP ESP ENG ENG,1
284,eso sí fue imposible .,pro:dem co cop adj .,ESP ESP ESP ESP,0
285,attorney fee and everything te lo digo por experiencia propia .,L2 L2 L2 L2 pro:obj pro:obj v prep n adj .,ENG ENG ENG ENG ESP ESP ESP ESP ESP ESP,1
286,yo perdón .,pro:sub co .,ESP ESP,0
287,yo pagué unos meses acumulados .,pro:sub v det:art n part .,ESP ESP ESP ESP ESP,0
288,y de los attorney's fees no me salvó nadie .,coord prep det:art L2 L2 adv pro:obj v pro:indef .,ESP ESP ESP ENG ENG ESP ESP ESP ESP,1
289,no nadie .,adv pro:indef .,ESP ESP,0
290,pero solamente thanks good it was only a hundred and fifty dollars .,conj adv L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 .,ESP ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
291,no but a hundred and fifty is nothing .,co conj det det:num coord det:num aux pro:indef .,ESP ESP ESP ESP ESP ESP ESP ESP,0
292,it's nothing compare to one thousand whatever .,pro pro:indef v prep det:num det:num pro:wh .,ESP ESP ESP ESP ESP ESP ESP,0
293,one thousand and something .,det:num det:num coord pro:indef .,ESP ESP ESP ESP,0
294,yeah that's a lot of money .,co pro:dem det n prep n .,ESP ESP ESP ESP ESP ESP,0
295,no .,adv .,ESP,0
296,pero .,conj .,ESP,0
297,it happens .,pro v .,ESP ESP,0
298,so vamos a ver qué pasa con el market .,L2 v aprep inf pro:int v prep det:art L2 .,ENG ESP ESP ESP ESP ESP ESP ESP ENG,1
299,I hope things change .,pro:sub v n n .,ESP ESP ESP ESP,0
300,no pero supuestamente este van a hacer algunos correctivos .,adv conj adv:adj imp v aprep inf det:indef n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
301,aparte de los que ya hicieron .,adv prep det:art pro:rel adv v .,ESP ESP ESP ESP ESP ESP,0
302,están promoviendo una ley para ayudar a toda la gente porque es demasiado la gente que se va a poner en foreclosure .,aux ger det:art n prep inf aprep det:indef det:art n conj cop adj det:art n pro:rel pro:refl v aprep inf prep L2 .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG,1
303,solamente en la ciudad de Miramar hay mil hasta el mes pasado mil novecientas casas ya en foreclosure .,adv prep det:art n prep n:prop v n prep det:art n part det:num det:num v adv prep L2 .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG,1
304,before foreclosure pero ya .,L2 L2 conj adv .,ENG ENG ESP ESP,1
305,sí .,co .,ESP,0
306,ya al momento al instante ya .,adv aprep n aprep n adv .,ESP ESP ESP ESP ESP ESP,0
307,no pero las estadísticas son peores para este año .,adv conj det:art n cop adj prep imp n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
308,la cantidad es estratosférica .,det:art n cop adj .,ESP ESP ESP ESP,0
309,eso va a hacer .,pro:dem v aprep inf .,ESP ESP ESP ESP,0
310,y eso ya va a hacer hasta el año .,coord pro:dem adv v aprep inf prep det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
311,pienso yo hasta el dos mil nueve .,v pro:sub prep det:art det:num det:num det:num .,ESP ESP ESP ESP ESP ESP ESP,0
312,es que estamos en época de elecciones .,cop pro:rel cop prep n prep n .,ESP ESP ESP ESP ESP ESP ESP,0
313,en época de elecciones para cualquier país tomar alguna decisión o tomar algún buen rumbo no es difícil .,prep n prep n prep pro:indef n inf det:indef n coord inf det:indef adj n adv cop adj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
314,hasta que no se sepa quién va a ser la cabeza que se sienta en enero .,prep pro:rel adv pro:refl v pro:int v aprep inf det:art n pro:rel pro:refl v prep n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
315,mhm .,co .,ESP,0
316,hasta que más o menos no coja las riendas estamos hablando de junio del dos mil nueve .,prep pro:rel adv coord adv adv v det:art n aux ger prep n prep det:num det:num det:num .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
317,hasta ver qué pasa .,prep inf pro:int v .,ESP ESP ESP ESP,0
318,definitivamente .,adv:adj .,ESP,0
319,y yo creo que si se ponen como están las cosas McClain o no creo que Barack Obama gane .,coord pro:sub v pro:rel conj pro:refl v adv aux pro:obj v n:prop coord adv v pro:rel n:prop n:prop v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
320,me parece imposible que gane .,pro:obj v adj pro:rel v .,ESP ESP ESP ESP ESP,0
321,pero yo //.,conj pro:sub +//.,ESP ESP,0
322,tú fuiste la que mandaste el email que decía que él es terrorist .,pro:sub v det:art pro:rel v det:art L2 pro:rel v pro:rel pro:sub cop L2 .,ESP ESP ESP ESP ESP ESP ENG ESP ESP ESP ESP ESP ENG,1
323,email .,n .,ESP,0
324,musulmán musulmán .,adj adj .,ESP ESP,0
325,cómo era la palabra que me dijiste ?,pro:int cop det:art n pro:rel pro:obj v ?,ESP ESP ESP ESP ESP ESP ESP,0
326,ya se me olvidó vieja .,adv pro:refl pro:obj v adj .,ESP ESP ESP ESP ESP,0
327,pero lo que sí te digo es que dicen no sé lo leí que cuando él hizo un juramento o algo porque él no estaba aquí estaba afuera él hizo un juramento en el Corán .,conj pro:obj pro:rel co pro:obj v cop pro:rel v adv v pro:obj v pro:rel conj pro:sub v det:art n coord pro:dem conj pro:sub adv cop adv cop adv pro:sub v det:art n prep det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
328,no lo hizo en la biblia .,adv pro:obj v prep det:art n .,ESP ESP ESP ESP ESP ESP,0
329,y que el padre que era este no sé de qué parte de allá es lo dejó al año .,coord pro:rel det:art n pro:rel cop imp adv v prep pro:int v prep adv cop pro:obj v aprep n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
330,y luego la mujer se casó con otro también .,coord adv det:art co:voc pro:refl v prep pro:indef adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
331,y él estuvo en universidades y estuvo en colegios de los extremistas .,coord pro:sub cop prep n coord cop prep n prep det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
332,mhm .,co .,ESP,0
333,él no estuvo en ninguna ni católica ni de aquí tampoco .,pro:sub adv cop prep det:indef coord adj coord prep adv adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
334,ninguna cristiana .,det:indef n .,ESP ESP,0
335,y que realmente él tiene todo ese tipo de religión .,coord pro:rel adv:adj pro:sub v pro:indef det:dem n prep n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
336,no sé pues la religión que se llama la de las que ellos usan los extremistas .,adv v conj det:art n pro:rel pro:refl n det:art prep det:art prep pro:sub v det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
337,no la recuerdo bien .,adv pro:obj v adv .,ESP ESP ESP ESP,0
338,pero él tiene muy poco .,conj pro:sub v adv adv .,ESP ESP ESP ESP ESP,0
339,él es muy joven comparado a la experiencia de Hillary que tiene treinta y cinco años .,pro:sub cop adv adj part aprep det:art n prep n:prop pro:rel v det:num coord det:num n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
340,la experiencia de McClain que tiene veinticinco .,det:art n prep n:prop pro:rel v det:num .,ESP ESP ESP ESP ESP ESP ESP,0
341,aunque es más viejo se piensa que debería tener más experiencia .,conj cop adv adj pro:refl v pro:rel v inf adv n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
342,Hillary la tiene más que él .,n:prop pro:obj v adv pro:rel pro:sub .,ESP ESP ESP ESP ESP ESP,0
343,él lo que es político .,pro:sub pro:obj pro:rel cop adj .,ESP ESP ESP ESP ESP,0
344,y Barack Obama este y Barack Obama es muy joven apenas creo que no llega ni a diez ni a quince años a veinte años .,coord n:prop n:prop imp coord n:prop n:prop cop adv adj adv v pro:rel adv v coord aprep det:num coord aprep det:num n aprep det:num n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
345,sí .,co .,ESP,0
346,y además lo que es su imagen internacional no tiene el carisma que tiene la Hillary Clinton a nivel internacional .,coord adv pro:obj pro:rel cop det:pos n adj adv v det:art n pro:rel v det:art n:prop n:prop aprep n adj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
347,más sin embargo mucha gente la critica .,adv prep v det:indef n pro:obj v .,ESP ESP ESP ESP ESP ESP ESP,0
348,y me da pena .,coord pro:obj v n .,ESP ESP ESP ESP,0
349,el problema es que se critica porque es mujer .,det:art n cop pro:rel pro:refl v conj cop co .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
350,y porque es mujer se considera que involucra las emociones .,coord conj cop co pro:refl v pro:rel v det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
351,y para hacer un presidente no puedes involucrar las emociones .,coord prep inf det:art n adv v inf det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
352,debes ser pragmático .,v inf adj .,ESP ESP ESP,0
353,y ese es el gran defecto de las mujeres .,coord det:dem cop det:art adj n prep det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
354,pero considero también que si tú le pones unas pocos de emociones a las decisiones de las personas que han llegado a este país que en la mayoría perdón al mundo que han sido hombres creo que obtendríamos un mejor mundo que el que tenemos ahora .,conj v adv pro:rel conj pro:sub pro:ind v det:art det:indef prep v aprep det:art n prep det:art n pro:rel aux part aprep det:dem n pro:rel prep det:art n co aprep n pro:rel aux cop n v pro:rel v det:art adj n pro:rel none pro:rel v adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
355,y para mí yo sí creo que este país merece una mujer como presidente .,coord prep pro:prep pro:sub co v pro:rel cop n v det:art co adv n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
356,yo sí creo .,pro:sub co v .,ESP ESP ESP,0
357,y esta señora tiene las credenciales .,coord det:dem n v det:art n .,ESP ESP ESP ESP ESP ESP,0
358,tiene todo .,v pro:indef .,ESP ESP,0
359,lo malo de ella fue el llantito ese que hizo al principio de las elecciones que fue lo que prácticamente pues la desdibujó un poco en el aplomo que usó cuando pasó lo del marido con la Mónica .,pro:obj adj prep pro:sub v det:art n det:dem pro:rel v aprep n prep det:art n prep v pro:obj prep adv:adj co det:art v det:art adv prep det:art n pro:rel v pro:rel v pro:obj prep n prep det:art n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
360,mhm .,co .,ESP,0
361,eso fue lo que la empezó como quien dice a desbaratar .,pro:dem cop pro:obj pro:rel pro:obj v adv pro:rel v aprep inf .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
362,y aparte pues el a Omaba también lo molestó en parte lo de su inexperiencia en lo que más le han dado más fuerte .,coord adv co det:art aprep n:prop adv pro:obj v prep n pro:obj prep det:pos n prep pro:obj pro:rel adv pro:ind aux part adv adj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
363,go ahead .,v adv .,ESP ESP,0
364,ay sí .,co co .,ESP ESP,0
365,ya .,adv .,ESP,0
366,vamos a ver qué pasa con las elecciones porque de todas maneras por último lo que más da pena es el futuro de los niños .,v aprep inf pro:int v prep det:art n conj prep det:indef n prep adj pro:obj pro:rel adv v n cop det:art n prep det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
367,que últimamente ya uno viejo como sea pues ...,pro:rel adv:adj adv pro:dem adj pro:rel cop co +...,ESP ESP ESP ESP ESP ESP ESP ESP,0
368,yeah .,co .,ESP,0
369,ya la vida está hecha .,adv det:art n cop v .,ESP ESP ESP ESP ESP,0
370,pero vamos a ver qué pasa .,conj v aprep inf pro:int v .,ESP ESP ESP ESP ESP ESP,0
371,oye .,co .,ESP,0
372,tell me .,v pro:obj .,ESP ESP,0
373,tú que pasas metida in the internet all day .,pro:sub pro:rel v adj L2 L2 L2 L2 L2 .,ESP ESP ESP ESP ENG ENG ENG ENG ENG,1
374,oh yeah yeah .,co co co .,ESP ESP ESP,0
375,I'm looking for something con las tres bees bueno bonito y barato .,n:prop:L2 L2 L2 L2 prep det:art det:num L2 co co:voc coord adj .,ESP ENG ENG ENG ESP ESP ESP ENG ESP ESP ESP ESP,1
376,in what category ?,prep pro:wh n ?,ESP ESP ESP,0
377,which one ?,rel pro:indef ?,ESP ESP,0
378,vacation .,n .,ESP,0
379,I wanna go to the Caribbean or ...,n:prop:L2 L2 L2 L2 L2 n:prop:L2 L2 +...,ESP ENG ENG ENG ENG ESP ENG,1
380,but how plane ?,conj adv n ?,ESP ESP ESP,0
381,whatever is a good deal .,pro:wh cop det adj n .,ESP ESP ESP ESP ESP,0
382,all four of us it's the first time that we're all going on vacation //.,adv det:num prep pro:obj pro det n n rel pro:sub post part prep n +//.,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
383,well not the first time .,co neg det n n .,ESP ESP ESP ESP ESP,0
384,no you are always on vacation with the kids please tell me .,co pro cop adv prep n prep det n co v pro:obj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
385,no no but I wanna take them to the Caribbean because Mariela is always telling me .,L2 L2 L2 n:prop:L2 L2 L2 L2 L2 L2 n:prop:L2 L2 n:prop L2 L2 L2 L2 .,ENG ENG ENG ESP ENG ENG ENG ENG ENG ESP ENG ESP ENG ENG ENG ENG,1
386,she has this girl in school that is her same age .,pro:sub v det n prep n rel cop pro:poss:det adj n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
387,ajá .,co .,ESP,0
388,mhm .,co .,ESP,0
389,"and she tells me that ""/.","conj pro:sub v pro:obj rel +""/.",ESP ESP ESP ESP ESP,0
390,oh my friend Aby that she she tells me that she's been on a cruise .,L2 L2 L2 n:prop L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 .,ENG ENG ENG ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
391,and I can't wait to go on a cruise .,conj pro:sub mod v inf v prep det n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
392,and I always wanted to be in a cruise .,conj pro:sub adv v inf cop prep det n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
393,and I can't wait to go on a cruise .,conj pro:sub mod v inf v prep det n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
394,wait wait wait wait back time you don't go went with the babies before ?,co co co co adj n pro mod v v prep det n adv ?,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
395,on the cruise no not on the cruise .,L2 L2 L2 adv L2 L2 L2 L2 .,ENG ENG ENG ESP ENG ENG ENG ENG,1
396,you left the baby here .,pro v det n adv .,ESP ESP ESP ESP ESP,0
397,yeah .,co .,ESP,0
398,oh .,co .,ESP,0
399,no last year we went to New_York and I took them .,qn adj n pro:sub v prep n:prop coord pro:sub v pro:obj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
400,Nueva_York yeah we went together .,n:prop L2 L2 L2 L2 .,ESP ENG ENG ENG ENG,1
401,yeah no but went I've been going to the Caribbean .,co co conj v pro:sub aux part prep det n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
402,and into Las_Vegas I went only with Alberto .,L2 L2 n:prop:L2 n:prop:L2 L2 L2 L2 n:prop .,ENG ENG ESP ESP ENG ENG ENG ESP,1
403,so I wanna take them this year .,conj pro:sub v v pro:obj det n .,ESP ESP ESP ESP ESP ESP ESP,0
404,I was also waiting for the baby to be older .,pro:sub cop adv part prep det n inf cop adj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
405,yeah that's the best time for him .,co pro:dem det adj n prep pro:obj .,ESP ESP ESP ESP ESP ESP ESP,0
406,which makes it easier for all of us .,rel v pro adj conj adv prep pro:obj .,ESP ESP ESP ESP ESP ESP ESP ESP,0
407,even though I don't think he's ready yet .,adv adv pro:sub mod v pro:sub v adv .,ESP ESP ESP ESP ESP ESP ESP ESP,0
408,but I'm gonna take him now .,conj pro:sub part v pro:obj adv .,ESP ESP ESP ESP ESP ESP,0
409,you have to be watching him .,pro v inf aux part pro:obj .,ESP ESP ESP ESP ESP ESP,0
410,he can jumping easily .,pro:sub mod part adv .,ESP ESP ESP ESP,0
411,yeah I know that's why I was thinking maybe like another .,co pro:sub v pro:dem adv:wh pro:sub aux part adv prep qn .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
412,you know my brother's working in the Caribbean .,pro v pro:poss:det n part prep det n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP,0
413,yeah he's working in the Caribbean .,co pro:sub part prep det n:prop .,ESP ESP ESP ESP ESP ESP,0
414,he flies like every three weeks .,pro:sub v prep qn det:num n .,ESP ESP ESP ESP ESP ESP,0
415,he goes to Costa_Rica .,L2 L2 L2 n:prop .,ENG ENG ENG ESP,1
416,or he goes to Mexico because he's you know he's a mortgage broker .,L2 L2 L2 L2 n:prop L2 L2 L2 L2 L2 L2 L2 L2 .,ENG ENG ENG ENG ESP ENG ENG ENG ENG ENG ENG ENG ENG,1
417,ajá .,co .,ESP,0
418,what he's doing is he's doing loans but in the Caribbean .,pro:wh pro:sub n:gerund cop pro:sub part n conj prep det n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
419,okay .,co .,ESP,0
420,these properties are like one million and up .,det n cop prep det:num det:num coord prep .,ESP ESP ESP ESP ESP ESP ESP ESP,0
421,pero son propiedades un sueño .,conj cop n det:art v .,ESP ESP ESP ESP ESP,0
422,so when he stays there I can easily go .,co conj pro:sub v adv pro:sub mod adv v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
423,yeah .,co .,ESP,0
424,so I have to pay just the airfare .,co pro:sub v inf v adv det n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
425,but why you don't try with Spirit .,L2 L2 L2 L2 L2 L2 n:prop .,ENG ENG ENG ENG ENG ENG ESP,1
426,they have good deals pero /.,L2 L2 L2 L2 conj +/.,ENG ENG ENG ENG ESP,1
427,eighteen thirty four .,det:num det:num det:num .,ESP ESP ESP,0
428,they have even nine dollars .,pro:sub v adv det:num n .,ESP ESP ESP ESP ESP,0
429,but they catch you on the taxes .,conj pro:sub v pro prep det n .,ESP ESP ESP ESP ESP ESP ESP,0
430,or they catch you on the way back .,conj pro:sub v pro prep det n adv .,ESP ESP ESP ESP ESP ESP ESP ESP,0
431,like they give you an eight dollar ticket to go there .,rel pro:sub v pro det det:num n n inf v adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
432,and then ?,conj adv:tem ?,ESP ESP,0
433,pero con los impuestos and then the ticket coming back //.,conj prep det:art n L2 L2 L2 L2 L2 L2 +//.,ESP ESP ESP ESP ENG ENG ENG ENG ENG ENG,1
434,lets just say that the going tickets is eight dollars .,v adv v rel det part v cop det:num n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
435,and then the return is like a hundred and twenty plus two fifty in the taxes .,conj adv:tem det n aux co det det:num coord det:num adv det:num det:num prep det n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
436,ya son three hundred dollars .,adv cop L2 L2 L2 .,ESP ESP ENG ENG ENG,1
437,three hundred and something .,det:num det:num coord pro:indef .,ESP ESP ESP ESP,0
438,times four .,v det:num .,ESP ESP,0
439,no that's twelve hundred .,co pro:dem det:num det:num .,ESP ESP ESP ESP,0
440,that's too much .,pro:dem adv qn .,ESP ESP ESP,0
441,that's what I'm saying .,pro:dem pro:wh pro:sub part .,ESP ESP ESP ESP,0
442,since you're always on the internet if you see something you know reasonable .,conj pro adv prep det n conj pro v pro:indef pro v adj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
443,you know what ?,pro v pro:wh ?,ESP ESP ESP,0
444,I know June to November on the hurricane season easily you can find less than two hundreds and fifty .,pro:sub v n:prop prep n:prop prep det n n adv pro mod v adj prep det:num det:num coord det:num .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
445,not really because it's on vacation time .,neg adv conj pro adv n n .,ESP ESP ESP ESP ESP ESP ESP,0
446,it's peak time .,pro n n .,ESP ESP ESP,0
447,it's summer time .,pro n n .,ESP ESP ESP,0
448,no but the problem is you have to buy six months before .,co conj det n aux pro v prep n det:num n adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
449,and then you gonna catch the good deal .,conj adv:tem pro part v det adj n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
450,I've been looking for something .,pro:sub aux part prep pro:indef .,ESP ESP ESP ESP ESP,0
451,because that's what //.,conj pro:dem pro:wh +//.,ESP ESP ESP,0
452,for a while .,conj det n .,ESP ESP ESP,0
453,a with María we're talking about when there are coming next year .,L2 L2 n:prop L2 L2 L2 L2 L2 L2 L2 L2 L2 .,ENG ENG ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
454,we're gonna go to a cruise .,pro:sub part v prep det n .,ESP ESP ESP ESP ESP ESP,0
