,sentence,pos,language,switch
292,I'm not gonna have to carry her in my insurance anymore .,pro:sub neg part v inf v pro:obj prep pro:poss:det n adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
293,yeah .,co .,ESP,0
294,because she'll have her own insurance and for her working for the county the insurance is free .,conj pro:sub v pro:obj adj n coord prep pro:obj part prep det n det n aux adj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
295,and for Pepa is free .,L2 L2 n:prop L2 L2 .,ENG ENG ESP ENG ENG,1
296,and I pay if it's just for me it's just like thirty dollars a month .,conj pro:sub v conj pro adv prep pro:obj pro adv prep det:num n det n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
297,no that's not bad .,co pro:dem neg adj .,ESP ESP ESP ESP,0
298,no that's not bad pero right now /.,L2 L2 L2 L2 conj L2 L2 +/.,ENG ENG ENG ENG ESP ENG ENG,1
299,and isn't it better for you to go with her with the county no ?,conj cop pro adj prep pro inf v prep pro:obj prep det n co ?,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
300,no because if we go into the family plan her plan is more expensive than mine .,co conj conj pro:sub v prep det n v pro:poss:det n aux adv adj prep pro:poss .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
301,oh I see .,co n:prop:L2 L2 .,ESP ESP ENG,1
302,that's why I had it .,pro:dem adv:wh pro:sub v pro .,ESP ESP ESP ESP ESP,0
303,I had the insurance under me for Pepita .,n:prop:L2 L2 L2 L2 L2 L2 L2 n:prop .,ESP ENG ENG ENG ENG ENG ENG ESP,1
304,oh okay .,co co .,ESP ESP,0
305,and me because Pepa had her own .,L2 L2 L2 n:prop L2 L2 L2 .,ENG ENG ENG ESP ENG ENG ENG,1
306,but now that Pepa has her own and Pepita is gonna get her own then I can get mine on my own .,L2 L2 L2 n:prop L2 L2 L2 L2 n:prop L2 L2 L2 L2 L2 L2 n:prop:L2 L2 L2 L2 L2 L2 L2 .,ENG ENG ENG ESP ENG ENG ENG ENG ESP ENG ENG ENG ENG ENG ENG ESP ENG ENG ENG ENG ENG ENG,1
307,it's thirty some dollars which is not a bad deal .,pro det:num qn n rel cop neg det adj n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
308,but my brother was telling me that law that came about with the homestead exemption .,conj pro:poss:det n aux part pro:obj det n rel v adv prep det n n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
309,mhm .,L2 .,ENG,0
310,that he was saying that you know that it's not worth it .,rel pro:sub aux part rel pro v rel pro neg n pro .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
311,he was telling me that so many people from the county are gonna lose jobs because of that .,pro:sub aux part pro:obj det adv qn n prep det n aux part v n conj prep pro:dem .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
312,they are gonna take you know they are gonna the cut down is gonna be so drastic .,pro:sub aux part v pro v pro:sub aux part det n prep aux part aux adv adj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
313,and the people what they are gonna save for the homestead is so minimal that it wasn't worth it .,conj det n pro:wh pro:sub aux part v prep det n aux adv adj rel pro cop n pro .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
314,and I said well .,conj pro:sub v adv .,ESP ESP ESP ESP,0
315,yeah .,co .,ESP,0
316,pero /.,conj +/.,ESP,0
317,everybody is looking for a buck .,pro:indef aux part prep det n .,ESP ESP ESP ESP ESP ESP,0
318,pero you know I don't agree with him .,conj L2 L2 n:prop:L2 L2 L2 L2 L2 .,ESP ENG ENG ESP ENG ENG ENG ENG,1
319,no ?,co ?,ESP,0
320,in two thousand and three that the taxes were more or less what they are now .,prep det:num det:num coord det:num rel det n cop adv coord adj pro:wh pro:sub aux adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
321,mhm .,L2 .,ENG,0
322,right ?,co ?,ESP,0
323,that was five years ago .,pro:dem cop det:num n adv .,ESP ESP ESP ESP ESP,0
324,the salaries of employees and the hiring of employees have not increased what they increased in revenues .,det n prep n coord det part prep n v neg part pro:wh pro:sub v prep n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
325,so where is all that extra money that they made when when the boom was going on ?,adv rel cop qn pro:dem adj n rel pro:sub v conj conj det n aux part adv ?,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
326,tú sabes ?,pro:sub v ?,ESP ESP,0
327,it was misspent .,pro aux mis#part .,ESP ESP ESP,0
328,ah they bought things that maybe they didn't need to buy .,co L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 .,ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
329,they made ...,pro:sub v +...,ESP ESP,0
330,tú sabes ?,pro:sub v ?,ESP ESP,0
331,let's bring it back to where we donde estamos ahora .,L2 L2 L2 L2 L2 L2 L2 pro:rel cop adv .,ENG ENG ENG ENG ENG ENG ENG ESP ESP ESP,1
332,tú sabes una cosa básica lo necesario .,pro:sub v det:art imp adj pro:obj adj .,ESP ESP ESP ESP ESP ESP ESP,0
333,contéstalo si quieres .,imp conj v .,ESP ESP ESP,0
334,así hablas un poco .,adv v det:art adv .,ESP ESP ESP ESP,0
335,hello .,co .,ESP,0
336,hey baby are you back ?,co n aux pro adv ?,ESP ESP ESP ESP ESP,0
337,oh but I'm not home .,co L2 n:prop:L2 L2 L2 .,ESP ENG ESP ENG ENG,1
338,I'm in the .,pro:sub prep det .,ESP ESP ESP,0
339,estoy haciendo una cosa ahí que necesitaba mi ...,aux ger det:art n adv pro:rel v det:pos +...,ESP ESP ESP ESP ESP ESP ESP ESP,0
340,cómo se llama esto cómo es que se llama esto que estamos haciendo aquí un ...,pro:int pro:refl v pro:dem pro:int cop pro:rel pro:refl v pro:dem pro:rel aux ger adv det:art +...,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
341,es un estudio para la universidad .,cop det:art v prep det:art n .,ESP ESP ESP ESP ESP ESP,0
342,un estudio para la universidad .,det:art v prep det:art n .,ESP ESP ESP ESP ESP,0
343,y necesitamos hablar por thirty minutes .,coord v inf prep L2 L2 .,ESP ESP ESP ESP ENG ENG,1
344,.,None,,0
345,ya ahorita estamos almost over .,adv adv aux L2 L2 .,ESP ESP ESP ENG ENG,1
346,okay .,co .,ESP,0
347,ah se está poniendo dile .,co pro:refl aux ger imp .,ESP ESP ESP ESP ESP,0
348,uhoh ya empezó los síntomas de .,co adv v det:art n prep .,ESP ESP ESP ESP ESP ESP,0
349,dile que cuándo se va a comprar la motocicleta .,imp pro:rel pro:int pro:refl v aprep inf det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
350,alright I'll talk to you bye .,co pro:sub v prep pro co .,ESP ESP ESP ESP ESP ESP,0
351,home .,n .,ESP,0
352,mhm .,L2 .,ENG,0
353,se acabó .,pro:refl v .,ESP ESP,0
354,he finished playing golf now .,pro:sub v n:gerund n adv .,ESP ESP ESP ESP ESP,0
355,they are still playing ?,pro:sub cop adv part ?,ESP ESP ESP ESP,0
356,no no he is coming back now .,adv adv L2 L2 L2 L2 L2 .,ESP ESP ENG ENG ENG ENG ENG,1
357,.,None,,0
358,I don't think they played all eighteen they played like probably half .,pro:sub mod v pro:sub v adv det:num pro:sub v prep adv n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
359,la mitad nueve .,det:art n det:num .,ESP ESP ESP,0
360,mhm .,L2 .,ENG,0
361,pero my friend bought a BMW and I bought him a because I have another friend at work that he is like oh man he is crazy .,conj L2 L2 L2 L2 n:prop:L2 L2 n:prop:L2 L2 L2 L2 L2 n:prop:L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 co L2 L2 L2 L2 .,ESP ENG ENG ENG ENG ESP ENG ESP ENG ENG ENG ENG ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP ENG ENG ENG ENG,1
362,sí .,co .,ESP,0
363,mhm .,L2 .,ENG,0
364,but he is crazy crazy crazy crazy .,conj pro:sub cop adj adj adj adj .,ESP ESP ESP ESP ESP ESP ESP,0
365,I don't know how his wife puts up with him you know .,pro:sub mod v adv:wh pro:poss:det n v adv prep pro:obj pro v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
366,.,None,,0
367,he is like one of these wild guys .,pro:sub cop prep pro:indef prep det adv n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
368,think he loves every woman every woman loves him .,v pro:sub v qn n qn n v pro:obj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
369,.,None,,0
370,and he bought himself a Beamer .,conj pro:sub v pro:refl det n:prop .,ESP ESP ESP ESP ESP ESP,0
371,and now he bought himself a motorcycle .,conj adv pro:sub v pro:refl det n .,ESP ESP ESP ESP ESP ESP ESP,0
372,qué edad tiene cincuenta ?,pro:int n v det:num ?,ESP ESP ESP ESP,0
373,está en los cuarenta y pico la edad mala esa .,cop prep det:art det:num coord v det:art n adj det:dem .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
374,mhm yeah .,L2 L2 .,ENG ENG,0
375,mhm .,L2 .,ENG,0
376,and he is a gigolo you know .,conj pro:sub cop det n pro v .,ESP ESP ESP ESP ESP ESP ESP,0
377,he is one of these guys that's crazy .,pro:sub aux pro:indef prep det n pro:dem adj .,ESP ESP ESP ESP ESP ESP ESP ESP,0
378,.,None,,0
379,saw an American film .,v det n:prop n .,ESP ESP ESP ESP,0
380,.,None,,0
381,yeah .,co .,ESP,0
382,sí .,co .,ESP,0
383,he is a physician from Cuba .,pro:sub cop det n prep n:prop .,ESP ESP ESP ESP ESP ESP,0
384,and he is working with us over there and as a case manager .,L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
385,and he is studying for his RN to see if he can get it now .,conj pro:sub aux part prep pro:poss:det n:prop inf v conj pro:sub mod v pro adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
386,sí .,co .,ESP,0
387,you are still at hospital right ?,pro cop adv prep n adv ?,ESP ESP ESP ESP ESP ESP,0
388,yeah .,co .,ESP,0
389,mhm .,L2 .,ENG,0
390,I haven't moved from there because it's so convenient .,pro:sub aux part prep adv conj pro adv adj .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
391,and you know I other offers .,conj pro v pro:sub qn n .,ESP ESP ESP ESP ESP ESP,0
392,hm .,co .,ESP,0
393,but don't wanna go in the street anymore .,conj mod v v prep det n adv .,ESP ESP ESP ESP ESP ESP ESP ESP,0
394,yeah .,co .,ESP,0
395,you know because with sales you can do a lot you can make a lot more money .,pro v conj prep n pro mod v det n pro mod v det n qn n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
396,yeah .,co .,ESP,0
397,in the industry .,prep det n .,ESP ESP ESP,0
398,mhm .,L2 .,ENG,0
399,but it's just that you have to drive around so much .,conj pro adj rel pro v inf v adv adv qn .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
400,you know cars everything is so expensive .,pro v n pro:indef aux adv adj .,ESP ESP ESP ESP ESP ESP ESP,0
401,no no y .,L2 L2 coord .,ENG ENG ESP,1
402,right .,co .,ESP,0
403,it's not worth it .,pro neg n pro .,ESP ESP ESP ESP,0
404,it's not worth it being on the streets .,pro neg n pro n:gerund prep det n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
405,I go there I do my eight hours .,pro:sub v adv pro:sub v pro:poss:det det:num n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
406,and I get out and I go pick up my kid and that's it I'm home .,conj pro:sub v adv coord pro:sub v v prep pro:poss:det n coord pro:dem pro pro:sub adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
407,mhm .,L2 .,ENG,0
408,you know .,pro v .,ESP ESP,0
409,mhm .,L2 .,ENG,0
410,no vale la pena estar en la calle como está la calle hoy .,adv co det:art n inf prep det:art n adv imp det:art n adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
411,donde quieran te roban .,pro:rel imp pro:obj v .,ESP ESP ESP ESP,0
412,no .,adv .,ESP,0
413,te asaltan te matan por cualquier cosa .,pro:obj v pro:obj v prep pro:indef v .,ESP ESP ESP ESP ESP ESP ESP,0
414,te asaltan exacto .,pro:obj v co .,ESP ESP ESP,0
415,mira ahí el tú viste como mataron a la gente esa ahí en el Chilis .,co adv det:art pro:sub v adv v aprep det:art n det:dem adv prep det:art n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
416,la del Chilis sí .,det:art prep n:prop co .,ESP ESP ESP ESP,0
417,sí .,co .,ESP,0
418,pero la gente que vive aquí en Miami_Lakes they get very upset because of that because they say que Chilis was in Miami_Lakes .,conj det:art n pro:rel v adv prep n:prop L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 pro:rel n:prop L2 L2 n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP ESP ENG ENG ESP,1
419,and Chilis is not in Miami_Lakes .,L2 n:prop L2 L2 L2 n:prop .,ENG ESP ENG ENG ENG ESP,1
420,.,None,,0
421,la cincuenta y siete no es Miami_Lakes entienden ?,det:art det:num coord det:num adv cop n:prop v ?,ESP ESP ESP ESP ESP ESP ESP ESP,0
422,no is not that's actually unincorporated Dade_County .,L2 L2 L2 L2 L2 L2 n:prop .,ENG ENG ENG ENG ENG ENG ESP,1
423,that's Miramar .,L2 n:prop .,ENG ESP,1
424,that's ...,pro:dem +...,ESP,0
425,no no that's Miami_Gardens no ?,L2 L2 L2 n:prop L2 ?,ENG ENG ENG ESP ENG,1
426,no that's no that's incorporated Dade_County that's Dade_County .,L2 L2 L2 L2 L2 n:prop L2 n:prop .,ENG ENG ENG ENG ENG ESP ENG ESP,1
427,so what is it called ?,co pro:wh aux pro v ?,ESP ESP ESP ESP ESP,0
428,Dade_County unincorporated Dade_County .,n:prop L2 n:prop .,ESP ENG ESP,1
429,so that's Dade /.,L2 L2 n:prop +/.,ENG ENG ESP,1
430,it's like what we were before .,pro rel pro:wh pro:sub cop adv .,ESP ESP ESP ESP ESP ESP,0
431,before we became a town /.,conj pro:sub cop det n +/.,ESP ESP ESP ESP ESP,0
432,yeah .,co .,ESP,0
433,we were unincorporated Dade_County .,L2 L2 L2 n:prop .,ENG ENG ENG ESP,1
434,the subdivision was Miami_Lakes pero it was unincorporated Dade_County .,L2 L2 L2 n:prop conj L2 L2 L2 n:prop .,ENG ENG ENG ESP ESP ENG ENG ENG ESP,1
435,then we became a town .,adv:tem pro:sub cop det n .,ESP ESP ESP ESP ESP,0
436,they are not a town they are not a city .,pro:sub aux neg det n pro:sub aux neg det n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
437,they are just unincorporated Dade_County .,L2 L2 L2 L2 n:prop .,ENG ENG ENG ENG ESP,1
438,but don't they call that area a certain area and they don't they have a name .,conj mod pro:sub v det n det adj n coord pro:sub mod pro:sub v det n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
439,that's Carol_City .,L2 n:prop .,ENG ESP,1
440,Carol_City right ?,n:prop L2 ?,ESP ENG,1
441,Carol_City pero /.,n:prop conj +/.,ESP ESP,0
442,okay .,co .,ESP,0
443,Carol_City is not a city or a town .,n:prop L2 L2 L2 L2 L2 L2 L2 .,ESP ENG ENG ENG ENG ENG ENG ENG,1
444,it's a subdivision .,pro det sub#n .,ESP ESP ESP,0
445,okay like we were .,co L2 L2 L2 .,ESP ENG ENG ENG,1
446,como Miami like we were .,adv n:prop L2 L2 L2 .,ESP ESP ENG ENG ENG,1
447,ah okay .,co co .,ESP ESP,0
448,right .,co .,ESP,0
449,tú sabes .,pro:sub v .,ESP ESP,0
450,pero cuando se refiere .,conj conj pro:refl v .,ESP ESP ESP ESP,0
451,just like after that palmero .,adv v prep det L2 .,ESP ESP ESP ESP ENG,1
452,that's not Miami_Lakes .,pro:dem neg n:prop .,ESP ESP ESP,0
453,Navarro .,n:prop .,ESP,0
454,los Burger_Kings and McDonalds todo eso para allá es .,det:art n:prop L2 n:prop det:indef pro:dem prep adv cop .,ESP ESP ENG ESP ESP ESP ESP ESP ESP,1
455,no .,adv .,ESP,0
456,unincorporated Dade_County .,L2 n:prop .,ENG ESP,1
457,is Miami_Gardens .,L2 n:prop .,ENG ESP,1
458,no no no Miami_Gardens doesn't come across fifty seventh avenue .,adv adv adv n:prop L2 L2 L2 L2 L2 L2 .,ESP ESP ESP ESP ENG ENG ENG ENG ENG ENG,1
459,tampoco .,adv .,ESP,0
460,that's sixty seventh avenue .,pro:dem det:num n n .,ESP ESP ESP ESP,0
461,if you are gonna call that anything eso es la zona de Palms_Springs_North .,L2 L2 L2 L2 L2 L2 L2 pro:dem cop det:art n prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ESP ESP ESP ESP ESP ESP,1
462,okay .,co .,ESP,0
463,eso es lo que le llaman que no es Palms_Springs_North because Palms_Springs_North empieza en la setenta y nueve que es el para allá .,pro:dem cop pro:obj pro:rel pro:ind v pro:rel adv cop n:prop L2 n:prop v prep det:art det:num coord det:num pro:rel cop det:art prep adv .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,1
464,así que esto es un pequeño pocket que hay ahí .,adv pro:rel pro:dem cop det:art adj L2 pro:rel v adv .,ESP ESP ESP ESP ESP ESP ENG ESP ESP ESP,1
465,que .,pro:rel .,ESP,0
466,que /.,pro:rel +/.,ESP,0
467,y entonces por eso le dicen Miami_Lakes .,coord adv prep pro:dem pro:ind v n:prop .,ESP ESP ESP ESP ESP ESP ESP,0
468,le le dicen Miami_Lakes because es el pueblo o la ciudad más cerca a donde está le dicen Miami_Lakes .,pro:ind pro:ind v n:prop L2 cop det:art n coord det:art n adv adv aprep pro:rel cop pro:ind v n:prop .,ESP ESP ESP ESP ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,1
469,tú sabes ?,pro:sub v ?,ESP ESP,0
470,pero fíjate una cosa .,conj imp det:art v .,ESP ESP ESP ESP,0
471,siendo nosotros Miami_Lakes y siendo incorporados tú pones ...,cop pro:sub n:prop coord cop part pro:sub v +...,ESP ESP ESP ESP ESP ESP ESP ESP,0
472,three three zero one four y sigues saliendo en Hialeah .,L2 L2 L2 L2 L2 coord v ger prep n:prop:L2 .,ENG ENG ENG ENG ENG ESP ESP ESP ESP ESP,1
473,sales a sales a Hialeah .,v aprep v aprep n:prop:L2 .,ESP ESP ESP ESP ESP,0
474,yeah .,co .,ESP,0
475,why don't we get our own zip code ?,adv:wh mod pro:sub v pro:poss:det adj v n ?,ESP ESP ESP ESP ESP ESP ESP ESP,0
476,we are getting our own zip code tres tres cero cuatro .,L2 L2 L2 L2 L2 L2 L2 det:num det:num det:num det:num .,ENG ENG ENG ENG ENG ENG ENG ESP ESP ESP ESP,1
477,tres tres cero uno cuatro .,det:num det:num det:num pro:dem det:num .,ESP ESP ESP ESP ESP,0
478,no porque tres tres uno cuatro coge mitad de Hialeah entonces /.,adv conj det:num det:num pro:dem det:num v n imp n:prop:L2 co +/.,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
479,bueno pero supuestamente el cambio viene en que tres tres cero uno cuatro va a ser Miami_Lakes .,co conj adv:adj det:art n v prep pro:rel det:num det:num det:num pro:dem det:num v aprep inf n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
480,y cuándo ?,coord pro:int ?,ESP ESP,0
481,no sé .,adv v .,ESP ESP,0
482,pero eso lo dijo ...,conj pro:dem pro:obj v +...,ESP ESP ESP ESP,0
483,because I keep telling like if you call a credit card you call somebody and you give them an address .,conj pro:sub v part prep conj pro v det n n pro v pro:indef coord pro v pro:obj det n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
484,and you tell them Miami_Lakes they are like no madam and I okay Hialeah .,None None None None None None None None None None None None None None None,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
485,mhm mhm mhm .,L2 L2 L2 .,ENG ENG ENG,0
486,right .,co .,ESP,0
487,because if not they don't know where to put you know they don't know where to send you the stuff .,conj conj neg pro:sub mod v adv:wh inf v pro v pro:sub mod v adv:wh inf v pro det n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
488,sí .,co .,ESP,0
489,sí pero fíjate eso no es una cosa que tiene que hacer el town of Miami_Lakes .,co conj imp pro:dem adv cop det:art v pro:rel v pro:rel inf det:art L2 L2 n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG ENG ESP,1
490,eso es una cosa que la tiene que hacer el gobierno federal en la parte del post del correo .,pro:dem cop det:art v pro:rel pro:obj v pro:rel inf det:art n adj prep det:art n prep L2 prep n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG ESP ESP,1
491,mhm .,L2 .,ENG,0
492,ellos son los que tienen que hacer esos cambios .,pro:sub cop det:art pro:rel v pro:rel inf det:dem n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
493,y supuestamente they are in the process de hacer ese cambio .,coord adv:adj L2 L2 L2 L2 L2 prep inf det:dem v .,ESP ESP ENG ENG ENG ENG ENG ESP ESP ESP ESP,1
494,de cambiar del correo de que tres tres cero uno cuatro va a ser solamente Miami_Lakes todo lo que es Miami_Lakes lo que está dentro de el town de Miami_Lakes que incluye del lado de allá para el metro Royal_Oaks ahora es Miami_Lakes .,prep inf prep n prep pro:rel det:num det:num det:num det:art det:num v aprep n adv n:prop det:indef pro:obj pro:rel cop n:prop pro:obj pro:rel cop adv prep det:art L2 prep n:prop pro:rel v prep n prep adv prep det:art n n:prop adv cop n:prop .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,1
495,okay .,co .,ESP,0
496,right .,co .,ESP,0
497,y eso ahora no es tres tres cero uno cuatro eso es tres tres uno cero cinco uno quince .,coord pro:dem adv adv cop det:num det:num det:num pro:dem det:num pro:dem cop det:num det:num pro:dem det:num det:num pro:dem det:num .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
498,correcto .,adj .,ESP,0
499,es otro zip code .,cop pro:indef L2 L2 .,ESP ESP ENG ENG,1
500,entonces ese zip code lo van a cambiar también a que sea tres tres cero uno cuatro porque va a ser Miami lo que está dentro de la ciudad de Miami_Lakes .,co det:dem L2 L2 pro:obj v aprep inf adv aprep pro:rel cop det:num det:num det:num pro:dem det:num conj v aprep inf n:prop pro:obj pro:rel cop adv prep det:art n prep n:prop .,ESP ESP ENG ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,1
501,es eso .,cop pro:dem .,ESP ESP,0
502,eso fue lo que yo oí y lo que dijeron .,pro:dem cop pro:obj pro:rel pro:sub v coord pro:obj pro:rel v .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
503,si lo hacen o no lo hacen .,conj pro:obj v coord adv pro:obj v .,ESP ESP ESP ESP ESP ESP ESP,0
504,pero va a ser tremendo rollo para la gente .,conj v aprep inf adj n prep det:art n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
505,sí .,co .,ESP,0
506,.,None,,0
507,pero bueno .,conj co .,ESP ESP,0
508,hoy me llegaron las planillas para el W ten forty .,adv pro:obj v det:art n prep det:art n:prop L2 L2 .,ESP ESP ESP ESP ESP ESP ESP ESP ENG ENG,1
509,sabes es la ten forty .,co cop det:art L2 L2 .,ESP ESP ESP ENG ENG,1
510,.,None,,0
511,la que tienen que hacer ahora los viejitos que están retirados .,det:art pro:rel v pro:rel inf adv det:art adj pro:rel aux re#part .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
512,ah sí .,co co .,ESP ESP,0
513,para que sepan .,prep pro:rel v .,ESP ESP ESP,0
514,sí .,co .,ESP,0
515,para que puedan entonces mandarles los trescientos dólares .,prep pro:rel imp adv inf det:art det:num n .,ESP ESP ESP ESP ESP ESP ESP ESP,0
516,para que le den los quinientos pesos sí .,prep pro:rel pro:ind v det:art det:num n co .,ESP ESP ESP ESP ESP ESP ESP ESP,0
517,sí son las ten forty or ten ninety nine ?,co cop det:art L2 L2 L2 L2 L2 L2 ?,ESP ESP ESP ENG ENG ENG ENG ENG ENG,1
518,ten forty .,det:num det:num .,ESP ESP,0
519,yo la tengo ahí en la casa .,pro:sub pro:obj v adv prep det:art n .,ESP ESP ESP ESP ESP ESP ESP,0
520,mhm .,L2 .,ENG,0
521,ya a mi hermano se lo hizo mi padre .,adv aprep det:pos n pro:refl pro:obj v det:pos n .,ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
522,ya se lo hicieron ?,adv pro:refl pro:obj v ?,ESP ESP ESP ESP,0
523,sí porque ellos normalmente no hacen income taxes porque están retirados .,co conj pro:sub adv:adj adv v L2 L2 conj aux re#part .,ESP ESP ESP ESP ESP ESP ENG ENG ESP ESP ESP,1
524,porque tiene que /.,conj v pro:rel +/.,ESP ESP ESP,0
525,correcto pero arriba hay que ponerle un nombre .,adj conj adv v pro:rel inf det:art v .,ESP ESP ESP ESP ESP ESP ESP ESP,0
526,mhm .,L2 .,ENG,0
527,sí .,co .,ESP,0
528,tienes que ponerle algo arriba de la planilla para que sepan que es para eso .,v pro:rel inf pro:dem adv prep det:art n prep pro:rel v pro:rel cop prep pro:dem .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
529,exacto .,co .,ESP,0
530,ya se lo hizo ?,adv pro:refl pro:obj v ?,ESP ESP ESP ESP,0
531,mhm ella se lo está haciendo ese es el campo de ella .,L2 pro:sub pro:refl pro:obj aux ger det:dem cop det:art n prep pro:sub .,ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,1
532,oh okay .,co co .,ESP ESP,0
533,ella es an accountant .,pro:sub cop L2 L2 .,ESP ESP ENG ENG,1
534,y ella es la que le hace /.,coord pro:sub cop det:art pro:rel pro:ind v +/.,ESP ESP ESP ESP ESP ESP ESP,0
535,no porque yo te dije porque como la prima de Manuel trabaja para el IRS .,adv conj pro:sub pro:obj v conj adv det:art n prep n:prop v prep det:art n:prop:L2 .,ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,0
