,sentence,pos,language,switch
274,so it ended at are twelve no ?,co pro:per v prep cop det:num co ?,ENG ENG ENG ENG ENG ENG ENG,0
275,we ended at twelve .,pro:sub v prep det:num .,ENG ENG ENG ENG,0
276,and then well we got home like at four in the morning .,coord adv:tem adv pro:sub v adv prep prep det:num prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
277,because we went to el Versailles .,conj pro:sub v prep L2 n:prop .,ENG ENG ENG ENG ESP ENG,1
278,yeah .,co .,ENG,0
279,el Versailles .,L2 n:prop .,ESP ENG,1
280,.,None,,0
281,el Versailles está en la treinta y siete .,L2 n:prop L2 L2 L2 L2 L2 L2 .,ESP ENG ESP ESP ESP ESP ESP ESP,1
282,ah right over there on main street .,co adv prep n adv adj n .,ENG ENG ENG ENG ENG ENG ENG,0
283,right back to thirty seven in front of la carreta .,adv adv prep det:num det:num prep n prep L2 L2 .,ENG ENG ENG ENG ENG ENG ENG ENG ESP ESP,1
284,that's where todos los cubanos y esto hang out .,pro:dem pro:int L2 L2 L2 L2 L2 v adv .,ENG ENG ESP ESP ESP ESP ESP ENG ENG,1
285,I wonder if .,pro:sub v comp .,ENG ENG ENG,0
286,donde todos los cubanos van a ...,pro:rel det:indef det:art adj v aprep +...,ENG ENG ENG ENG ENG ENG,0
287,es la ocho .,cop det:art n .,ENG ENG ENG,0
288,exactly .,adv .,ENG,0
289,después de que tú pasas la treinta y siente en la ocho .,adv prep pro:rel pro:sub v det:art det:num coord v prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
290,dónde van ?,pro:int v ?,ENG ENG,0
291,la ocho y la treinta y siete .,det:art n coord det:art det:num coord det:num .,ENG ENG ENG ENG ENG ENG ENG,0
292,está la carreta on the south side .,L2 L2 L2 prep det:art adj n .,ESP ESP ESP ENG ENG ENG ENG,1
293,y Versaille está to the /.,L2 n:prop L2 prep det:art +/.,ESP ENG ESP ENG ENG,1
294,.,None,,0
295,that's right .,pro:dem co .,ENG ENG,0
296,correcto .,adj .,ENG,0
297,después de que tú pasas todo eso .,adv prep pro:rel pro:sub v det:indef pro:dem .,ENG ENG ENG ENG ENG ENG ENG,0
298,está por ahí .,cop prep adv .,ENG ENG ENG,0
299,and they ...,coord pro:sub +...,ENG ENG,0
300,y fuimos para allá .,coord v prep adv .,ENG ENG ENG ENG,0
301,I think fuimos como veinticinco para allá .,pro:sub v L2 L2 L2 L2 L2 .,ENG ENG ESP ESP ESP ESP ESP,1
302,y you know porque en el grupo siempre there's those who are very active .,L2 pro:per v L2 L2 L2 L2 L2 pro:exist pro:dem pro:rel cop adv adj .,ESP ENG ENG ESP ESP ESP ESP ESP ENG ENG ENG ENG ENG ENG,1
303,and then there's a lot who just go to hang out .,coord adv:tem pro:exist det:art n pro:rel adj v inf v adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
304,and they leave .,coord pro:sub v .,ENG ENG ENG,0
305,they don't really stay .,pro:sub mod adv v .,ENG ENG ENG ENG,0
306,.,None,,0
307,yeah we have a club house .,co pro:sub v det:art n n .,ENG ENG ENG ENG ENG ENG,0
308,we have a warehouse that we rent .,pro:sub v det:art n pro:rel pro:sub v .,ENG ENG ENG ENG ENG ENG ENG,0
309,and then ...,coord adv:tem +...,ENG ENG,0
310,I'll show you pictures when we're done with the motor mouthing here .,pro:sub v pro:per n pro:rel pro:sub part prep det:art n part adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
311,yeah you can see all the pictures .,co pro:per mod v qn det:art n .,ENG ENG ENG ENG ENG ENG ENG,0
312,you can see the Valentine's picture .,pro:per mod v det:art adj n .,ENG ENG ENG ENG ENG ENG,0
313,and Halloween party .,coord n:prop n .,ENG ENG ENG,0
314,.,None,,0
315,yeah ?,co ?,ENG,0
316,.,None,,0
317,yeah you should see how los viejos esos like Liliana .,co pro:per mod v pro:int L2 L2 L2 v n:prop .,ENG ENG ENG ENG ENG ESP ESP ESP ENG ENG,1
318,no my god .,qn det:poss n .,ENG ENG ENG,0
319,Liliana is /.,n:prop cop +/.,ENG ENG,0
320,Liliana enjoyed the trip to Canada also .,n:prop v det:art n prep n:prop adv .,ENG ENG ENG ENG ENG ENG ENG,0
321,they call her nana .,pro:sub v det:poss n .,ENG ENG ENG ENG,0
322,they call her nana .,pro:sub v det:poss n .,ENG ENG ENG ENG,0
323,they call her nana .,pro:sub v det:poss n .,ENG ENG ENG ENG,0
324,yeah they don't even call her Liliana .,co pro:sub mod adv v pro:obj n:prop .,ENG ENG ENG ENG ENG ENG ENG,0
325,they call her nana .,pro:sub v det:poss n .,ENG ENG ENG ENG,0
326,everybody likes her .,pro:indef v pro:obj .,ENG ENG ENG,0
327,ella llega allí .,L2 L2 L2 .,ESP ESP ESP,0
328,and there's an old guy that he's an accountant ?,coord pro:exist det:art adj n pro:rel pro:sub det:art n ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
329,sí ese Ron .,L2 L2 n:prop .,ESP ESP ENG,1
330,yes .,co .,ENG,0
331,that guy he's always asking for her how she doing .,det:dem n pro:sub adv part prep pro:obj pro:int pro:sub part .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
332,because she went to Canada with her .,conj pro:sub v prep n:prop prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG,0
333,she's unreal .,pro:sub un#adj .,ENG ENG,0
334,he's seventy one years old .,pro:sub det:num det:num n adj .,ENG ENG ENG ENG ENG,0
335,and Liliana rode with him on the bike .,coord n:prop v prep pro:obj prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
336,and he looks good .,coord pro:sub cop adj .,ENG ENG ENG ENG,0
337,and he looks /.,coord pro:sub v +/.,ENG ENG ENG,0
338,.,None,,0
339,because he went alone .,conj pro:sub v adv .,ENG ENG ENG ENG,0
340,yeah .,co .,ENG,0
341,and then in the way back she drove with another guy from the club that he was alone also .,coord adv:tem prep det:art n adj pro:sub n prep qn n prep det:art n pro:rel pro:sub cop adv adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
342,sí el gaucho .,co det:art n .,ENG ENG ENG,0
343,él le dice el gaucho porque es argentino .,pro:sub pro:ind v det:art n conj cop adj .,ENG ENG ENG ENG ENG ENG ENG ENG,0
344,.,None,,0
345,ay dios mío .,co co pro:pos .,ENG ENG ENG,0
346,.,None,,0
347,sí ahora después que todas las cosas I gotta pay off some things que nos quedan ahora .,L2 L2 L2 L2 L2 L2 L2 pro:sub mod v prep qn n L2 L2 L2 L2 .,ESP ESP ESP ESP ESP ESP ESP ENG ENG ENG ENG ENG ENG ESP ESP ESP ESP,1
348,de ella la niña .,prep pro:sub det:art n .,ENG ENG ENG ENG,0
349,once I get those things squared up boy I see if we ...,adv pro:sub v det:dem n v adv n pro:sub v conj pro:sub +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
350,a mí I get scared for her to be on a bike you know .,L2 L2 pro:sub aux part prep pro:obj inf cop prep det:art n pro:per v .,ESP ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
351,but she'll ride with us .,conj pro:sub v prep pro:obj .,ENG ENG ENG ENG ENG,0
352,she'll ride with us .,pro:sub v prep pro:obj .,ENG ENG ENG ENG,0
353,I really do get scared .,pro:sub adv v aux part .,ENG ENG ENG ENG ENG,0
354,oye allí para que tú /.,v adv prep pro:rel pro:sub +/.,ENG ENG ENG ENG ENG,0
355,even though I ride but I have respect to it you know .,adv adv pro:sub n conj pro:sub v n prep pro:per pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
356,you're not that well balanced .,pro:per neg pro:rel adv part .,ENG ENG ENG ENG ENG,0
357,I ride ...,pro:sub v +...,ENG ENG,0
358,you have to be ...,pro:per v inf cop +...,ENG ENG ENG ENG,0
359,how do I say ?,pro:int mod pro:sub v ?,ENG ENG ENG ENG,0
360,you have to be cut out for that .,pro:per v inf cop v adv prep pro:dem .,ENG ENG ENG ENG ENG ENG ENG ENG,0
361,because a lot of people cuando montan the motorcycles they believe that a motorcycle just by turning the wheel the motorcycle turns .,conj det:art n prep n L2 L2 det:art n pro:sub v comp det:art n adv prep n:gerund det:art n det:art n n .,ENG ENG ENG ENG ENG ESP ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
362,and you're going fast .,coord pro:per n:gerund n .,ENG ENG ENG ENG,0
363,it doesn't work that /.,pro:per mod v pro:dem +/.,ENG ENG ENG ENG,0
364,.,None,,0
365,no it doesn't work like that .,co pro:per mod n prep pro:dem .,ENG ENG ENG ENG ENG ENG,0
366,when you wanna turn you have to actually with your body turn the motorcycle because it actually wants to keep going straight .,conj pro:per v v pro:per v inf adv prep det:poss n n det:art n conj pro:per adv v inf v part n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
367,so you know you turn the wheel .,co pro:per v pro:per v det:art n .,ENG ENG ENG ENG ENG ENG ENG,0
368,yes you do .,co pro:per v .,ENG ENG ENG,0
369,but if you could actually turn /.,conj conj pro:per mod adv v +/.,ENG ENG ENG ENG ENG ENG,0
370,and stop moving your feets .,coord n part det:poss n .,ENG ENG ENG ENG ENG,0
371,la tienes loca .,pro:obj v adj .,ENG ENG ENG,0
372,.,None,,0
373,tienes un reculillo .,v det:art n .,ENG ENG ENG,0
374,come on .,v adv .,ENG ENG,0
375,.,None,,0
376,.,None,,0
377,the the ...,det:art det:art +...,ENG ENG,0
378,reculillo tiene .,n v .,ENG ENG,0
379,déjame sentarme aquí .,imp inf adv .,ENG ENG ENG,0
380,estoy más comoda aquí .,cop adv adj adv .,ENG ENG ENG ENG,0
381,the bike actually you have to actually lean into the way you wanna go .,det:art n adv pro:per v inf adv adj prep det:art n pro:per v v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
382,you have to push your body weight so the bike will go into the curves .,pro:per v inf v det:poss n n conj det:art n mod v prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
383,and now there's one old guy que he drove off the side of an expressway because we were coming up on the curve .,coord adv pro:exist pro:indef adj n L2 pro:sub v prep det:art n prep det:art n conj pro:sub aux part adv prep det:art n .,ENG ENG ENG ENG ENG ENG ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
384,y parece que le cogió miedo la curva .,coord v pro:rel pro:ind v n det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
385,and he didn't lean into it .,coord pro:sub mod v prep pro:per .,ENG ENG ENG ENG ENG ENG,0
386,se quedó recto on the bike .,L2 L2 L2 prep det:art n .,ESP ESP ESP ENG ENG ENG,1
387,and what happens is is you do one of those like you know te va echando por un lado así like you're gonna fall off .,coord pro:int v cop aux pro:per v pro:indef prep pro:dem prep pro:per v L2 L2 L2 L2 L2 L2 L2 prep pro:per part v adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP ESP ESP ESP ESP ESP ESP ENG ENG ENG ENG ENG,1
388,because you're afraid the bike's not gonna turn .,conj pro:per adj det:art adj neg part v .,ENG ENG ENG ENG ENG ENG ENG ENG,0
389,and he just went off the side of the road .,coord pro:sub adv v prep det:art n prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
390,.,None,,0
391,yeah that was before nos hicimos miembros nosotros .,co pro:dem cop adv L2 L2 L2 L2 .,ENG ENG ENG ENG ESP ESP ESP ESP,1
392,or actually it was just about three weeks before nos hicimos miembros del club .,coord adv pro:per cop adv prep det:num n adv L2 L2 L2 L2 n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ESP ESP ESP ESP ENG,1
393,yeah before we /.,co conj pro:sub +/.,ENG ENG ENG,0
394,yeah he broke three ribs .,co pro:sub v det:num n .,ENG ENG ENG ENG ENG,0
395,.,None,,0
396,yeah .,co .,ENG,0
397,poor thing I know .,adj n pro:sub v .,ENG ENG ENG ENG,0
398,y el problema que tiene que la cogió miedo a la moto .,coord det:art n pro:rel v pro:rel pro:obj v n aprep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
399,.,None,,0
400,ahora está //.,adv cop +//.,ENG ENG,0
401,no pero you can't .,co L2 pro:per mod .,ENG ESP ENG ENG,1
402,if you're gonna ride it you can't be afraid of it .,comp pro:per part v pro:per pro:per mod cop adj prep pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
403,because /.,conj +/.,ENG,0
404,.,None,,0
405,no the biggest problem why people /.,qn det:art adj n pro:rel n +/.,ENG ENG ENG ENG ENG ENG,0
406,to be honest with you I'm scared of it .,inf cop adj prep pro:per pro:sub part prep pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
407,I'm scared that I won't have the capacity to be able to ride it to learn how to ride it .,pro:sub part comp pro:sub mod v det:art n inf cop adj inf v pro:per inf v pro:int inf v pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
408,.,None,,0
409,no I don't .,co pro:sub mod .,ENG ENG ENG,0
410,I ride behind him .,pro:sub v prep pro:obj .,ENG ENG ENG ENG,0
411,no she rides behind me .,co pro:sub v prep pro:obj .,ENG ENG ENG ENG ENG,0
412,and you know when he leans /.,coord pro:per v conj pro:sub v +/.,ENG ENG ENG ENG ENG ENG,0
413,she actually doesn't need to grab on to me because my bike it has a backrest for her .,pro:sub adv mod v inf v adv prep pro:obj conj det:poss n pro:per aux det:art n prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
414,so when I'm you know in the back relaxed when he turns I lean a little bit like with ...,co pro:rel pro:sub pro:per v prep det:art adj v conj pro:sub n pro:sub v det:art adj n co prep +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
415,yeah she's learning .,co pro:sub part .,ENG ENG ENG,0
416,yeah she's not like when we first started .,co pro:sub neg v conj pro:sub adv part .,ENG ENG ENG ENG ENG ENG ENG ENG,0
417,so ...,co +...,ENG,0
418,yeah she would like you know when you get on the curve and if I'm going really fast you have to really lean in to it you know .,co pro:sub mod v pro:per v conj pro:per v prep det:art n coord conj pro:sub part adv adv pro:per v inf adv adj adv inf pro:per pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
419,but you don't fall because it's all centrifugal force .,conj pro:per mod v conj pro:per adv adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
420,so you know you're actually leaning the bike pero you know .,co pro:per v pro:per adv part det:art n L2 pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG ESP ENG ENG,1
421,you don't fall .,pro:per mod v .,ENG ENG ENG,0
422,.,None,,0
423,yeah .,co .,ENG,0
424,yes .,co .,ENG,0
425,and Alyssa she's gotten used to it .,coord n:prop pro:sub part v prep pro:per .,ENG ENG ENG ENG ENG ENG ENG,0
426,yeah ella se ...,co L2 L2 +...,ENG ESP ESP,1
427,yeah I've gotten used to it .,co pro:sub part v prep pro:per .,ENG ENG ENG ENG ENG ENG,0
428,ahora no le tengo miedo .,adv adv pro:ind v n .,ENG ENG ENG ENG ENG,0
429,she's /.,pro:sub +/.,ENG,0
430,and we have a good time .,coord pro:sub v det:art adj n .,ENG ENG ENG ENG ENG ENG,0
431,we went to también a Saint_Augustine .,pro:sub v prep L2 L2 n:prop .,ENG ENG ENG ESP ESP ENG,1
432,oh San_Agustin we love it .,co L2 pro:sub v pro:per .,ENG ESP ENG ENG ENG,1
433,we went a big group .,pro:sub v det:art adj n .,ENG ENG ENG ENG ENG,0
434,Liliana went .,n:prop v .,ENG ENG,0
435,yeah .,co .,ENG,0
436,Liliana went in her car .,n:prop v prep det:poss n .,ENG ENG ENG ENG ENG,0
437,yeah .,co .,ENG,0
438,Liliana followed us in her car con Ana .,n:prop v pro:obj prep det:poss n L2 n:prop .,ENG ENG ENG ENG ENG ENG ESP ENG,1
439,behind all of us .,prep pro:indef prep pro:obj .,ENG ENG ENG ENG,0
440,locas .,adj .,ENG,0
441,with Ana with her friend .,prep n:prop prep det:poss n .,ENG ENG ENG ENG ENG,0
442,fíjate que they gave them an honorary diploma .,L2 L2 pro:sub v pro:obj det:art adj n .,ESP ESP ENG ENG ENG ENG ENG ENG,1
443,a ella y a Ana .,aprep pro:sub coord aprep n:prop .,ENG ENG ENG ENG ENG,0
444,I can show them to you .,pro:sub mod v pro:obj prep pro:per .,ENG ENG ENG ENG ENG ENG,0
445,I have them .,pro:sub v pro:obj .,ENG ENG ENG,0
446,les regalaron un honorary diploma ...,L2 L2 L2 adj n +...,ESP ESP ESP ENG ENG,1
447,te lo voy a enseñar .,pro:obj pro:obj v aprep inf .,ENG ENG ENG ENG ENG,0
448,del club for attending in the trip .,L2 n prep n:gerund prep det:art n .,ESP ENG ENG ENG ENG ENG ENG,1
449,e iban las dos locas through the sunroof taking pictures .,L2 L2 L2 L2 L2 prep det:art n part n .,ESP ESP ESP ESP ESP ENG ENG ENG ENG ENG,1
450,they got so many pictures that it was amazing .,pro:sub v adv qn n pro:rel pro:per aux part .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
451,it was really nice .,pro:per cop adv adj .,ENG ENG ENG ENG,0
452,yeah but we have ...,co conj pro:sub v +...,ENG ENG ENG ENG,0
453,we had a great /.,pro:sub v det:art adj +/.,ENG ENG ENG ENG,0
454,it's a lot of fun .,pro:per det:art n prep n .,ENG ENG ENG ENG ENG,0
455,there's you know right now in the club there's a lot of controversy ...,pro:exist pro:per v adv adv prep det:art n pro:exist det:art n prep n +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
456,it's worth it .,pro:per adj pro:per .,ENG ENG ENG,0
457,it is worth it .,pro:per cop adj pro:per .,ENG ENG ENG ENG,0
458,people that like it .,n pro:rel v pro:per .,ENG ENG ENG ENG,0
459,because there's a lot of people .,conj pro:exist det:art n prep n .,ENG ENG ENG ENG ENG ENG,0
460,and you can learn how to ride a bike good .,coord pro:per mod v pro:int inf v det:art n adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
461,and you know you go easy .,coord pro:per v pro:per v adj .,ENG ENG ENG ENG ENG ENG,0
462,you maintain the speed limit .,pro:per v det:art n n .,ENG ENG ENG ENG ENG,0
463,you do everything one behind the other one .,pro:per v pro:indef pro:indef prep det:art qn pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG,0
464,you don't have no problems .,pro:per mod v qn n .,ENG ENG ENG ENG ENG,0
465,ahora just for competition .,L2 adv prep n .,ESP ENG ENG ENG,1
466,then you're going to have problems .,adv:tem pro:per part inf v n .,ENG ENG ENG ENG ENG ENG,0
467,yeah there's people that race the bikes when we go through twenty seven .,co pro:exist n adv v det:art n conj pro:sub v adv det:num det:num .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
468,just for racing .,adv prep n:gerund .,ENG ENG ENG,0
469,you know I don't recommend it to anybody .,pro:per v pro:sub mod v pro:per prep pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG,0
470,to anybody .,prep pro:indef .,ENG ENG,0
471,no they ride at close to a hundred and sixty miles an hour .,co pro:sub v prep adj prep det:art det:num coord det:num n det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
472,.,None,,0
473,no .,co .,ENG,0
474,we've been on our bike like we've gone up to about a hundred .,pro:sub cop prep det:poss n prep pro:sub part adv inf prep det:art det:num .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
475,once you get used to cruising at seventy five eighty actually when you go slower it feels like nothing .,adv pro:per v v prep n:gerund prep det:num det:num det:num adv conj pro:per v adj pro:per v prep pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
476,actually last weekend yo estaba haciendo signal para sacarle pie para to show that there was a dead otter in the middle of the road .,adv adj n L2 L2 L2 n L2 L2 L2 L2 inf v comp adv cop det:art adj n prep det:art n prep det:art n .,ENG ENG ENG ESP ESP ESP ENG ESP ESP ESP ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
477,Aaron that's a good one .,n:prop pro:dem det:art adj pro:indef .,ENG ENG ENG ENG ENG,0
478,and I took out my foot .,coord pro:sub v prep det:poss n .,ENG ENG ENG ENG ENG ENG,0
479,and you're supposed to actually you know if there's something on the road or some kind of an obstacle since everybody's riding together if you're in front the guys in back can't really see when they're coming up to it .,coord pro:per part inf adv pro:per v comp pro:exist pro:indef prep det:art n coord qn n prep det:art n conj pro:indef part adv conj pro:per prep n det:art n prep n mod adv v conj pro:sub part adv prep pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
480,so what you're supposed to do is something on the road on your side you're supposed to put out your foot .,adv pro:int pro:per part inf v cop pro:indef prep det:art n prep det:poss n pro:per part inf v adv det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
481,and to show you know .,coord prep n pro:per v .,ENG ENG ENG ENG ENG,0
482,you're not supposed to lay .,pro:per neg part inf v .,ENG ENG ENG ENG ENG,0
483,but apparently I calculated wrong .,conj adv pro:sub v adj .,ENG ENG ENG ENG ENG,0
484,and I left my foot down too far .,coord pro:sub v det:poss n adv adv adv .,ENG ENG ENG ENG ENG ENG ENG ENG,0
485,and I hit that damn otter .,coord pro:sub v pro:dem adj n .,ENG ENG ENG ENG ENG ENG,0
486,I almost broke my leg .,pro:sub adv v det:poss n .,ENG ENG ENG ENG ENG,0
487,yes .,co .,ENG,0
488,I almost broke my leg .,pro:sub adv v det:poss n .,ENG ENG ENG ENG ENG,0
489,it was really hard .,pro:per cop adv adv .,ENG ENG ENG ENG,0
490,we're doing almost seventy miles an hour imagínate .,pro:sub part adv det:num n det:art n L2 .,ENG ENG ENG ENG ENG ENG ENG ESP,1
491,the pain that he had .,det:art n pro:rel pro:sub v .,ENG ENG ENG ENG ENG,0
492,something laying there and then you kick it .,pro:indef part adv coord adv:tem pro:per v pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG,0
493,it was like ...,pro:per cop prep +...,ENG ENG ENG,0
494,los viejos they were all cracking up because when we came back it was still there .,L2 L2 pro:sub aux post part adv conj conj pro:sub v adv pro:per cop adv adv .,ESP ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
495,"and he goes eh you know ""/.","coord pro:sub v co pro:per v +""/.",ENG ENG ENG ENG ENG ENG,0
496,seguro que ese es la nutria .,co pro:rel det:dem cop det:art n .,ENG ENG ENG ENG ENG ENG,0
497,in Spanish es una nutria .,prep n:prop L2 L2 L2 .,ENG ENG ESP ESP ESP,1
498,"seguro que la nutria ese dice ""/.","co pro:rel det:art n det:dem v +""/.",ENG ENG ENG ENG ENG ENG,0
499,coño me arrollaron y me mataron .,co pro:obj v coord pro:obj v .,ENG ENG ENG ENG ENG ENG,0
500,y ahora viene con una patata a mí .,coord adv v prep pro:dem n aprep pro:prep .,ENG ENG ENG ENG ENG ENG ENG ENG,0
501,coño hasta donde voy él .,co prep pro:rel v pro:sub .,ENG ENG ENG ENG ENG,0
502,.,None,,0
503,and it was pretty big too .,coord pro:per cop adv adj post .,ENG ENG ENG ENG ENG ENG,0
504,mi madre .,det:pos n .,ENG ENG,0
505,it was big .,pro:per cop adj .,ENG ENG ENG,0
506,it was about like that .,pro:per cop adv prep pro:dem .,ENG ENG ENG ENG ENG,0
507,no mi amor .,adv det:pos co:voc .,ENG ENG ENG,0
508,it was about like this .,pro:per cop adv prep pro:dem .,ENG ENG ENG ENG ENG,0
509,no it was about like that .,co pro:per cop adv prep pro:dem .,ENG ENG ENG ENG ENG ENG,0
510,huge sucker .,adj n .,ENG ENG,0
511,really that big it was ?,adv det:dem adj pro:per cop ?,ENG ENG ENG ENG ENG,0
512,yeah .,co .,ENG,0
513,yo la vi más chiquita .,pro:sub pro:obj v adv n .,ENG ENG ENG ENG ENG,0
514,tú ?,pro:sub ?,ENG,0
515,.,None,,0
516,well let me tell you .,co v pro:obj v pro:per .,ENG ENG ENG ENG ENG,0
517,it didn't feel ...,pro:per mod v +...,ENG ENG ENG,0
518,yo no le pasé con el .,pro:sub adv pro:ind v prep det:art .,ENG ENG ENG ENG ENG ENG,0
519,Jesus that thing hurt .,n:prop pro:rel n v .,ENG ENG ENG ENG,0
520,oh my god .,co det:poss n .,ENG ENG ENG,0
521,.,None,,0
522,.,None,,0
523,no we have such a good time .,co pro:sub v qn det:art adj n .,ENG ENG ENG ENG ENG ENG ENG,0
524,yeah .,co .,ENG,0
525,we have a great time going .,pro:sub v det:art adj n part .,ENG ENG ENG ENG ENG ENG,0
526,de verdad que sí .,prep co pro:rel co .,ENG ENG ENG ENG,0
527,there's people in our age group .,pro:exist n prep det:poss n n .,ENG ENG ENG ENG ENG ENG,0
528,and there's people that are older than us .,coord pro:exist n pro:rel cop adj prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG,0
529,but the good thing is is we also have the radio on the thing so we're listening to everybody talking on the C_bs .,conj det:art adj n cop cop pro:sub adv v det:art n prep det:art n adv pro:sub part prep pro:indef part prep det:art n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
530,so they got this one guy .,co pro:sub v det:dem qn n .,ENG ENG ENG ENG ENG ENG,0
531,this guy's a joke .,pro:dem n det:art n .,ENG ENG ENG ENG,0
532,es un alocado .,cop det:art part .,ENG ENG ENG,0
533,he comes up with these things that you know you wouldn't have dreamed .,pro:sub v prep prep det:dem n pro:rel pro:per v pro:per mod aux part .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
534,but then te da el you know just cracking up all day .,conj adv:tem L2 L2 L2 pro:per v adv part adv qn n .,ENG ENG ESP ESP ESP ENG ENG ENG ENG ENG ENG ENG,1
535,you gotta be pissing every ten minutes because he just cracks you up with the things he comes up with you know .,pro:per mod cop part qn det:num n conj pro:sub adv v pro:per adv prep det:art n pro:sub v adv prep pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
536,todo locura de esa de loco .,det:indef n prep det:dem prep adj .,ENG ENG ENG ENG ENG ENG,0
537,but you gotta /.,conj pro:per mod +/.,ENG ENG ENG,0
538,he's crazy .,pro:sub adj .,ENG ENG,0
539,he's a diabetic .,pro:sub det:art n .,ENG ENG ENG,0
540,but he likes to drink a lot you know a lot of beer .,conj pro:sub v inf v det:art n pro:per v det:art n prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
541,and his wife doesn't like it .,coord det:poss n mod v pro:per .,ENG ENG ENG ENG ENG ENG,0
542,and you know they're always in a debate .,coord pro:per v pro:sub adv prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
