,sentence,pos,language,switch
288,I need a ...,pro:sub v det:art +...,ENG ENG ENG,0
289,.,None,,0
290,Lauren like ay me tienen cansada .,n:prop prep L2 L2 L2 L2 .,ENG ENG ESP ESP ESP ESP,1
291,it's ridiculous .,pro:per adj .,ENG ENG,0
292,what ...,pro:int +...,ENG,0
293,Thursday one of the girls like we were fed up .,n:prop det:num prep det:art n co pro:sub aux part adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
294,because it's like Lauren you know we put all our work and all our efforts .,conj pro:per conj n:prop pro:per v pro:sub v qn det:poss n coord qn det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
295,and we try to please her and whatever .,coord pro:sub v prep co pro:obj coord pro:int .,ENG ENG ENG ENG ENG ENG ENG ENG,0
296,mhm .,co .,ENG,0
297,and we really like what we're doing .,coord pro:sub adv v pro:int pro:sub part .,ENG ENG ENG ENG ENG ENG ENG,0
298,and I like my art .,coord pro:sub v det:poss n .,ENG ENG ENG ENG ENG,0
299,this is the cousin of the of the boss ?,pro:dem cop det:art n prep det:art prep det:art n ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
300,the same old lady that you've been ah .,det:art adj adj n pro:rel pro:per cop co .,ENG ENG ENG ENG ENG ENG ENG ENG,0
301,yeah I mean she's there .,co pro:sub v pro:sub adv .,ENG ENG ENG ENG ENG,0
302,I mean you can't do anything about .,pro:sub v pro:per mod v pro:indef prep .,ENG ENG ENG ENG ENG ENG ENG,0
303,the thing is that one of the girls she went into her office Thursday .,det:art n cop comp det:num prep det:art n pro:sub v prep det:poss n n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
304,"and told her ""/.","coord v pro:obj +""/.",ENG ENG ENG,0
305,look .,co .,ENG,0
306,what's wrong .,pro:int adj .,ENG ENG,0
307,why ?,pro:rel ?,ENG,0
308,if you don't agree with something or you don't like what we're doing let us know .,conj pro:per mod v prep pro:indef coord pro:per mod v pro:int pro:sub part v pro:obj v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
309,yeah I know .,co pro:sub v .,ENG ENG ENG,0
310,"but every time you go on a trip or you come back all you all you all you say is ""/.","conj qn n pro:per v prep det:art n coord pro:per v adv adv pro:per adv pro:per adv pro:per v cop +""/.",ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
311,I don't like that what you guys are doing .,pro:sub mod co pro:dem pro:int pro:per n aux part .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
312,you guys are wasting your time .,pro:per n aux part det:poss n .,ENG ENG ENG ENG ENG ENG,0
313,that /.,comp +/.,ENG,0
314,she's not constructive with her criticism .,pro:sub neg adj prep det:poss n .,ENG ENG ENG ENG ENG ENG,0
315,yeah .,co .,ENG,0
316,"and Leticia is like ""/.","coord n:prop cop co +""/.",ENG ENG ENG ENG,0
317,todo este tiempo she had like una cara como que no entendía lo que le estaban diciendo a ella .,L2 L2 L2 pro:sub v prep L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 .,ESP ESP ESP ENG ENG ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,1
318,and then Leticia you know Leticia finished .,coord adv:tem n:prop pro:per v n:prop v .,ENG ENG ENG ENG ENG ENG ENG,0
319,uhhuh .,co .,ENG,0
320,"and Raquel's like ""/.","coord adj prep +""/.",ENG ENG ENG,0
321,what are you talking about ?,pro:int aux pro:per part adv ?,ENG ENG ENG ENG ENG,0
322,I've never said that about you .,pro:sub adv part adv prep pro:per .,ENG ENG ENG ENG ENG ENG,0
323,uhhuh .,co .,ENG,0
324,where are you hearing this ?,pro:int aux pro:per part pro:dem ?,ENG ENG ENG ENG ENG,0
325,"and she's like ""/.","coord pro:sub prep +""/.",ENG ENG ENG,0
326,well you tell Ana .,co pro:per v n:prop .,ENG ENG ENG ENG,0
327,you know and Ana's our supervisor .,pro:per v coord adj det:poss n .,ENG ENG ENG ENG ENG ENG,0
328,and she tells us all this feedback .,coord pro:sub v pro:obj adv det:dem n .,ENG ENG ENG ENG ENG ENG ENG,0
329,right .,co .,ENG,0
330,"and she's like ""/.","coord pro:sub prep +""/.",ENG ENG ENG,0
331,I've never said that .,pro:sub adv part comp .,ENG ENG ENG ENG,0
332,I've never said that .,pro:sub adv part comp .,ENG ENG ENG ENG,0
333,please tell Chloe and Maricarmen that I've never said that .,co v n:prop coord n:prop pro:rel pro:sub adv part comp .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
334,and if you want I could confront her .,coord conj pro:per v pro:sub mod v pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG,0
335,we'll have a meeting .,pro:sub v det:art n:gerund .,ENG ENG ENG ENG,0
336,and I'll tell her that I've never said that in front of you .,coord pro:sub v pro:obj comp pro:sub adv part adv prep n prep pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
337,"and Leticia is like ""/.","coord n:prop cop co +""/.",ENG ENG ENG ENG,0
338,no I don't want that .,co pro:sub mod v pro:dem .,ENG ENG ENG ENG ENG,0
339,that's the last thing I want .,pro:dem det:art adj n pro:sub v .,ENG ENG ENG ENG ENG ENG,0
340,just I just let us know if you disagree with something .,adv pro:sub adv v pro:obj v comp pro:per dis#v prep pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
341,la cosa es que that was Thursday .,L2 L2 L2 L2 pro:dem cop n:prop .,ESP ESP ESP ESP ENG ENG ENG,1
342,and yesterday I had to run some errands for the passport thing .,coord adv:tem pro:sub v inf v qn n prep det:art n n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
343,mhm .,co .,ENG,0
344,and I called .,coord pro:sub v .,ENG ENG ENG,0
345,"and I was like ""/.","coord pro:sub cop prep +""/.",ENG ENG ENG ENG,0
346,oh I'm gonna be a few minutes late .,co pro:sub part cop det:art n n adv .,ENG ENG ENG ENG ENG ENG ENG ENG,0
347,because are you leaving somewhere again ?,conj aux pro:per part adv adv ?,ENG ENG ENG ENG ENG ENG,0
348,well the visa expires in June .,adv det:art n v prep n:prop .,ENG ENG ENG ENG ENG ENG,0
349,so I have to renew it before I leave .,adv pro:sub v inf v pro:per adv pro:sub v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
350,yeah yeah and do it now .,co co coord v pro:per adv .,ENG ENG ENG ENG ENG ENG,0
351,but wait you're flying to you oh okay .,conj v pro:per part prep pro:per co co .,ENG ENG ENG ENG ENG ENG ENG ENG,0
352,yeah .,co .,ENG,0
353,because I /.,conj pro:sub +/.,ENG ENG,0
354,the thing is that .,det:art n cop pro:dem .,ENG ENG ENG ENG,0
355,when I went to Canada I saw the madre .,conj pro:sub v prep n:prop pro:sub v det:art L2 .,ENG ENG ENG ENG ENG ENG ENG ENG ESP,1
356,yeah the passport .,co det:art n .,ENG ENG ENG,0
357,it's yeah and I didn't realize it because .,pro:per co coord pro:sub mod v pro:per conj .,ENG ENG ENG ENG ENG ENG ENG ENG,0
358,in December December the December before that if you were going to Canada or Mexico you didn't need a passport .,prep n:prop n:prop det:art n:prop prep adv conj pro:per aux part prep n:prop coord n:prop pro:per mod v det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
359,and then that December they passed the law .,coord adv:tem comp n:prop pro:sub v det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
360,so like there I was two weeks before the trip .,adv conj adv pro:sub cop det:num n adv det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
361,"and I'm like ""/.","coord pro:sub prep +""/.",ENG ENG ENG,0
362,oh do you need a passport ?,co v pro:per v det:art n ?,ENG ENG ENG ENG ENG ENG,0
363,"and Michael was like ""/.","coord n:prop cop prep +""/.",ENG ENG ENG ENG,0
364,I don't know .,pro:sub mod v .,ENG ENG ENG,0
365,"he's like ""/.","pro:sub prep +""/.",ENG ENG,0
366,I have mine up to date .,pro:sub v v adv prep n .,ENG ENG ENG ENG ENG ENG,0
367,yeah .,co .,ENG,0
368,"and I'm like ""/.","coord pro:sub prep +""/.",ENG ENG ENG,0
369,oops .,co .,ENG,0
370,I was so lucky .,pro:sub cop adv adj .,ENG ENG ENG ENG,0
371,you know in downtown there's a passport building .,pro:per v prep adv pro:exist det:art n n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
372,uhhuh .,co .,ENG,0
373,there's a courthouse across the street .,pro:exist det:art n prep det:art n .,ENG ENG ENG ENG ENG ENG,0
374,we were working at the courthouse .,pro:sub aux part prep det:art n .,ENG ENG ENG ENG ENG ENG,0
375,and I would go through my lunchtime .,coord pro:sub mod v adv det:poss n .,ENG ENG ENG ENG ENG ENG ENG,0
376,thank god I was able to find a ...,v n pro:sub cop adj inf v det:art +...,ENG ENG ENG ENG ENG ENG ENG ENG,0
377,some ...,qn +...,ENG,0
378,well I had to make an appointment .,co pro:sub v inf v det:art n .,ENG ENG ENG ENG ENG ENG ENG,0
379,and then I had to say that I was taking doctor's appointments and everything .,coord adv:tem pro:sub v inf v comp pro:sub aux part adj n coord pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
380,because I had to go .,conj pro:sub v inf v .,ENG ENG ENG ENG ENG,0
381,I was two hours in line .,pro:sub cop det:num n prep n .,ENG ENG ENG ENG ENG ENG,0
382,lo que pasa es un relajo .,pro:obj pro:rel v cop det:art v .,ENG ENG ENG ENG ENG ENG,0
383,yeah why I said that ...,co pro:int pro:sub v comp +...,ENG ENG ENG ENG ENG,0
384,yeah do it now if you can .,co v pro:per adv conj pro:per mod .,ENG ENG ENG ENG ENG ENG ENG,0
385,and then the thing is that I went .,coord adv:tem det:art n cop comp pro:sub v .,ENG ENG ENG ENG ENG ENG ENG ENG,0
386,and they told me that I didn't //.,coord pro:sub v pro:obj pro:rel pro:sub mod +//.,ENG ENG ENG ENG ENG ENG ENG,0
387,I had to get a new passport .,pro:sub v inf v det:art adj n .,ENG ENG ENG ENG ENG ENG ENG,0
388,"so I'm like ""/.","adv pro:sub prep +""/.",ENG ENG ENG,0
389,oh my god .,co det:poss n .,ENG ENG ENG,0
390,I have a week .,pro:sub v det:art n .,ENG ENG ENG ENG,0
391,how old were you when you took your last picture ?,pro:int adj cop pro:per conj pro:per v det:poss adj n ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
392,because eso no importa .,conj L2 L2 L2 .,ENG ESP ESP ESP,1
393,oh .,co .,ENG,0
394,the thing is that .,det:art n cop pro:dem .,ENG ENG ENG ENG,0
395,my passport ellos me lo han revalidado dos veces .,None None None None None None None None None None,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
396,and now it's a law you know in the Nicaraguan consul whatever .,coord adv pro:per det:art n pro:per v prep det:art n:prop n pro:int .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
397,.,None,,0
398,que si ya te lo han revalidado dos veces .,None None None None None None None None None None,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
399,you have to get a new passport .,pro:per v inf v det:art adj n .,ENG ENG ENG ENG ENG ENG ENG,0
400,even if I have like you know sheets available .,adv conj pro:sub v prep pro:per v n adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
401,that's so stupid .,pro:dem adv adj .,ENG ENG ENG,0
402,there are pages available whatever .,pro:exist cop n adj pro:int .,ENG ENG ENG ENG ENG,0
403,when you get your US passport are you gonna keep your Nicaraguan passport too ?,conj pro:per v det:poss n:prop n aux pro:per part v det:poss n:prop n adv ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
404,I don't know .,pro:sub mod v .,ENG ENG ENG,0
405,with a US passport you don't have to do that .,prep det:art n:prop n pro:per mod v inf v pro:dem .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
406,no I think my parents don't have it any more .,co pro:sub v det:poss n mod v pro:per qn pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
407,I think Sarah does .,pro:sub v n:prop v .,ENG ENG ENG ENG,0
408,yeah .,co .,ENG,0
409,I don't know why .,pro:sub mod v pro:rel .,ENG ENG ENG ENG,0
410,but Sarah wasn't born there .,conj n:prop cop adj adv .,ENG ENG ENG ENG ENG,0
411,but she has a Nicaraguan //.,conj pro:sub v det:art n:prop +//.,ENG ENG ENG ENG ENG,0
412,when she lived over there I think that's when she got it .,conj pro:sub v prep n pro:sub v comp conj pro:sub v pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
413,oh really ?,co adv ?,ENG ENG,0
414,yeah .,co .,ENG,0
415,oh okay .,co co .,ENG ENG,0
416,la cosa es que /.,det:art n cop pro:rel +/.,ENG ENG ENG ENG,0
417,your brother is ...,det:poss n cop +...,ENG ENG ENG,0
418,huh ?,co ?,ENG,0
419,is going for citizenship too or no ?,aux part prep n adv coord co ?,ENG ENG ENG ENG ENG ENG ENG,0
420,yeah I have to apply with him .,co pro:sub v inf v prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG,0
421,will he get ..?,mod pro:sub v +..?,ENG ENG ENG,0
422,thank you .,v pro:per .,ENG ENG,0
423,oh thank you .,co v pro:per .,ENG ENG ENG,0
424,oh but he's not a minor any more .,co conj pro:sub neg det:art n qn pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG,0
425,god he's old !,co pro:sub adj !,ENG ENG ENG,0
426,ah .,co .,ENG,0
427,thank you .,v pro:per .,ENG ENG,0
428,I forgot how old he is .,pro:sub v pro:int adj pro:sub cop .,ENG ENG ENG ENG ENG ENG,0
429,thank you .,v pro:per .,ENG ENG,0
430,thank you .,v pro:per .,ENG ENG,0
431,thank you very much .,v pro:per adv adv .,ENG ENG ENG ENG,0
432,.,None,,0
433,thank you .,v pro:per .,ENG ENG,0
434,I'm okay .,pro:sub adj .,ENG ENG,0
435,that's it .,pro:dem pro:per .,ENG ENG,0
436,just that ...,adv pro:dem +...,ENG ENG,0
437,yes please thank you .,co co v pro:per .,ENG ENG ENG ENG,0
438,what was I saying ?,pro:int cop pro:sub part ?,ENG ENG ENG ENG,0
439,so I called her in .,co pro:sub v det:poss adv .,ENG ENG ENG ENG ENG,0
440,the passport .,det:art n .,ENG ENG,0
441,and she calls me back .,coord pro:sub v pro:obj adv .,ENG ENG ENG ENG ENG,0
442,"and she's like ""/.","coord pro:sub prep +""/.",ENG ENG ENG,0
443,Chloe we're having a meeting .,n:prop pro:sub part det:art n:gerund .,ENG ENG ENG ENG ENG,0
444,all the designers I need to clear things up .,qn det:art n pro:sub v inf v n adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
445,and I'm like .,coord pro:sub prep .,ENG ENG ENG,0
446,Raquel's the name of the boss ?,adj det:art n prep det:art n ?,ENG ENG ENG ENG ENG ENG,0
447,yeah .,co .,ENG,0
448,la pesada .,det:art part .,ENG ENG,0
449,yeah .,co .,ENG,0
450,okay .,co .,ENG,0
451,our supervisor is Ana .,det:poss n cop n:prop .,ENG ENG ENG ENG,0
452,and honestly /.,coord adv +/.,ENG ENG,0
453,Ana's her cousin ?,adj det:poss n ?,ENG ENG ENG,0
454,no Ana's just a girl she's always worked with .,co n:prop adv det:art n pro:sub adv part prep .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
455,but /.,conj +/.,ENG,0
456,but she's not above her .,conj pro:sub neg prep pro:obj .,ENG ENG ENG ENG ENG,0
457,no she's below her .,co pro:sub prep pro:obj .,ENG ENG ENG ENG,0
458,she's just above us .,pro:sub adv prep pro:obj .,ENG ENG ENG ENG,0
459,okay .,co .,ENG,0
460,pero she has like una mala fama .,L2 pro:sub aux prep L2 L2 L2 .,ESP ENG ENG ENG ESP ESP ESP,1
461,to me she's always been nice but she's /.,inf pro:obj pro:sub adv cop adj conj pro:sub +/.,ENG ENG ENG ENG ENG ENG ENG ENG,0
462,who Ana ?,pro:rel n:prop ?,ENG ENG,0
463,yeah .,co .,ENG,0
464,oh okay .,co co .,ENG ENG,0
465,and you know they told me several people .,coord pro:per v pro:sub v pro:obj qn n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
466,que han echado gente por ella stuff like that .,None None None None None None None None None None,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
467,oh really ?,co adv ?,ENG ENG,0
468,well then the thing is Raquel wanted to confront everybody .,co adv:tem det:art n aux n:prop part inf v pro:indef .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
469,and clear everything out .,coord adv pro:indef adv .,ENG ENG ENG ENG,0
470,and tell Ana that that wasn't true .,coord v n:prop pro:rel adv cop n .,ENG ENG ENG ENG ENG ENG ENG,0
471,la cosa es que ...,det:art n cop pro:rel +...,ENG ENG ENG ENG,0
472,she had me on phone conference .,pro:sub v pro:obj prep n n .,ENG ENG ENG ENG ENG ENG,0
473,and she practically told Ana that no that everything that she said she was telling her and right she wasn't referring to us .,coord pro:sub adv v n:prop pro:rel co comp pro:indef pro:rel pro:sub v pro:sub aux part pro:obj coord n pro:sub aux part prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
474,whatever .,pro:int .,ENG,0
475,the thing is that I get to the office and Ana's like almost crying .,det:art n cop comp pro:sub v prep det:art n coord adj v adv part .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
476,"she's like ""/.","pro:sub prep +""/.",ENG ENG,0
477,that's not true .,pro:dem neg adj .,ENG ENG ENG,0
478,yo no la desmentí porque .,None None None None None None,ENG ENG ENG ENG ENG,0
479,what's my word against hers .,pro:int det:poss n prep pro:poss .,ENG ENG ENG ENG ENG,0
480,yeah .,co .,ENG,0
481,"but she's like ""/.","conj pro:sub prep +""/.",ENG ENG ENG,0
482,believe me .,v pro:obj .,ENG ENG,0
483,that's what she says .,pro:dem pro:int pro:sub v .,ENG ENG ENG ENG,0
484,I'm not lying .,pro:sub neg part .,ENG ENG ENG,0
485,so I don't know who's lying you know .,co pro:sub mod v pro:int part pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG,0
486,parásita .,n .,ENG,0
487,and so they both have a reputation of ...,coord co pro:sub post v det:art n prep +...,ENG ENG ENG ENG ENG ENG ENG ENG,0
488,yeah both of them !,co qn prep pro:obj !,ENG ENG ENG ENG,0
489,so it's like Lauren I don't know who to trust .,adv pro:per conj n:prop pro:sub mod v pro:int inf v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
490,some people are good actors too .,qn n cop adj n post .,ENG ENG ENG ENG ENG ENG,0
491,oh yeah .,co co .,ENG ENG,0
492,and oh and then Raquel she blamed it on Elisa .,coord co coord adv:tem n:prop pro:sub v pro:per prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
493,Elisa left the office .,n:prop v det:art n .,ENG ENG ENG ENG,0
494,she got transferred to New_York .,pro:sub aux part prep n:prop .,ENG ENG ENG ENG ENG,0
495,so you know she kind of found okay well let me blame it on Elisa because she's not in the office .,co pro:per v pro:sub n prep v adj n v pro:obj v pro:per prep n:prop conj pro:sub neg prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
496,but if this /.,conj conj pro:dem +/.,ENG ENG ENG,0
497,to defend herself .,inf v pro:refl .,ENG ENG ENG,0
498,and not to you know para no echar a adelante you know .,coord neg prep pro:per v L2 L2 L2 L2 L2 pro:per v .,ENG ENG ENG ENG ENG ESP ESP ESP ESP ESP ENG ENG,1
499,but in the end if if this problem gets bigger ...,conj prep det:art n conj conj det:dem n v adj +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
500,uhhuh .,co .,ENG,0
501,"and Ana says ""/.","coord n:prop v +""/.",ENG ENG ENG,0
502,well Elisa was the one gossiping you know .,co n:prop cop det:art pro:indef part pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG,0
503,and she Elisa's like she doesn't know what's going on .,coord pro:sub adj conj pro:sub mod v pro:int part adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
504,it's a mess .,pro:per det:art n .,ENG ENG ENG,0
505,and I'm just like tired of it .,coord pro:sub adv co v prep pro:per .,ENG ENG ENG ENG ENG ENG ENG,0
506,what was it they were blaming on her ?,pro:int cop pro:per pro:sub aux part prep pro:obj ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
507,that she was the one that told Raquel what Ana was saying to us .,pro:rel pro:sub cop det:art pro:indef pro:rel v n:prop pro:int n:prop aux part prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
508,that's how Raquel found out that you know Ana was telling ...,pro:rel pro:rel n:prop v adv comp pro:per v n:prop aux part +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
509,oh .,co .,ENG,0
510,yeah .,co .,ENG,0
511,telling us that she wasn't happy with our work .,part pro:obj pro:rel pro:sub cop adj prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
512,well if she's not happy with the work fine you know .,co conj pro:sub neg adj prep det:art n adj pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
513,I mean you can understand that you know .,pro:sub v pro:per mod v comp pro:per v .,ENG ENG ENG ENG ENG ENG ENG ENG,0
514,everybody has their own level of expectations .,pro:indef v det:poss adj n prep n .,ENG ENG ENG ENG ENG ENG ENG,0
515,but .,conj .,ENG,0
516,"but why don't you think just sit down and be like ""/.","conj pro:int mod pro:per v adv v adv coord cop prep +""/.",ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
517,look you guys I would prefer if you guys /.,v pro:per n pro:sub mod v comp pro:per n +/.,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
518,and she's telling us she never said that .,coord pro:sub part pro:obj pro:sub adv v comp .,ENG ENG ENG ENG ENG ENG ENG ENG,0
519,o sea I don't know who is lying .,L2 L2 pro:sub mod v pro:rel aux part .,ESP ESP ENG ENG ENG ENG ENG ENG,1
520,and honestly I'm tired of it .,coord adv pro:sub part prep pro:per .,ENG ENG ENG ENG ENG ENG,0
521,and I don't care you know ?,coord pro:sub mod v pro:per v ?,ENG ENG ENG ENG ENG ENG,0
522,ya me tienen cansada .,adv pro:obj v part .,ENG ENG ENG ENG,0
523,.,None,,0
524,no thank you .,co v pro:per .,ENG ENG ENG,0
525,thank you .,v pro:per .,ENG ENG,0
526,.,None,,0
527,yes .,co .,ENG,0
528,me tienen cansada .,pro:obj v part .,ENG ENG ENG,0
529,you know in situations like that the truth always comes out .,pro:per v prep n co adv det:art n adv v adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
530,always .,adv .,ENG,0
531,sooner or later somebody will slip .,adj coord adv pro:indef mod v .,ENG ENG ENG ENG ENG ENG,0
532,mhm .,co .,ENG,0
533,how annoying .,pro:int n:gerund .,ENG ENG,0
534,that's is like high school .,pro:dem cop co adj n .,ENG ENG ENG ENG ENG,0
535,yeah .,co .,ENG,0
536,mm .,co .,ENG,0
537,but they're not complaining about you are they ?,conj pro:sub neg part prep pro:per cop pro:sub ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
538,.,None,,0
539,I get along with everybody .,pro:sub v adv prep pro:indef .,ENG ENG ENG ENG ENG,0
540,mhm .,co .,ENG,0
541,but I just hate being ...,conj pro:sub adv n part +...,ENG ENG ENG ENG ENG,0
542,yeah all the second guessing back and forth thing .,co qn det:art adv part adv coord adv n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
543,and it's distracting .,coord pro:per part .,ENG ENG ENG,0
544,yeah .,co .,ENG,0
545,they gave me two tickets to the movies .,pro:sub v pro:obj det:num n prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
546,oh really ?,co adv ?,ENG ENG,0
547,for my birthday .,prep det:poss n .,ENG ENG ENG,0
548,who at work ?,pro:int prep n ?,ENG ENG ENG,0
549,that's cool .,pro:dem adj .,ENG ENG,0
550,for my birthday .,prep det:poss n .,ENG ENG ENG,0
551,hm ?,co ?,ENG,0
552,oh it's Michael .,co pro:per n:prop .,ENG ENG ENG,0
553,ah .,co .,ENG,0
554,hello ?,co ?,ENG,0
555,hi .,co .,ENG,0
556,thank you .,v pro:per .,ENG ENG,0
557,I'm here at Denny's with my cousin .,pro:sub adv prep adj prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG,0
558,because we're eating breakfast .,conj pro:sub part n .,ENG ENG ENG ENG,0
559,or lunch !,coord n !,ENG ENG,0
560,you don't seem to .,pro:per mod cop inf .,ENG ENG ENG ENG,0
561,I told you yesterday I was gonna go and do this remember .,pro:sub v pro:per adv:tem pro:sub aux part v coord v pro:dem v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
562,I was gonna do the whole recording thing for María's friend .,pro:sub aux part v det:art adv part n prep adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
563,yes .,co .,ENG,0
564,mi entonces ahora you wanna speak Spanish !,L2 L2 L2 pro:per v v n:prop !,ESP ESP ESP ENG ENG ENG ENG,1
565,oh .,co .,ENG,0
566,very cute .,adv adj .,ENG ENG,0
567,.,None,,0
568,I told you I was gonna eat at Denny's with Chloe .,pro:sub v pro:per pro:sub aux part v prep adj prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
569,but that's it I'm not .,conj pro:dem pro:per pro:sub neg .,ENG ENG ENG ENG ENG,0
570,no more sweets .,qn qn n .,ENG ENG ENG,0
571,that's the end of it I promise .,pro:dem det:art n prep pro:per pro:sub v .,ENG ENG ENG ENG ENG ENG ENG,0
572,no sweets today no sweets ...,qn n adv:tem qn n +...,ENG ENG ENG ENG ENG,0
573,tomorrow I promise .,adv:tem pro:sub v .,ENG ENG ENG,0
574,I gotta talk to you about my puppy .,pro:sub mod v prep pro:per prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
575,she has her lungs are swollen .,pro:sub v det:poss n cop adj .,ENG ENG ENG ENG ENG ENG,0
576,and they put her on antibiotics for two weeks .,coord pro:sub v pro:obj prep n prep det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
577,two pills a day .,det:num n det:art n .,ENG ENG ENG ENG,0
578,and I have to give her fifteen drops of some fluid thing .,coord pro:sub v inf v det:poss det:num n prep qn adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
579,.,None,,0
580,he //.,pro:sub +//.,ENG,0
581,I told him what happened .,pro:sub v pro:obj pro:int v .,ENG ENG ENG ENG ENG,0
582,he started making a noise .,pro:sub v part det:art n .,ENG ENG ENG ENG ENG,0
583,"I'm like ""/.","pro:sub prep +""/.",ENG ENG,0
584,yes that is exactly it .,co pro:dem cop adv pro:per .,ENG ENG ENG ENG ENG,0
585,and so then he did an x-ray out of her lungs .,coord conj adv:tem pro:sub v det:art n adv prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
586,"and he asked me he's like ""/.","coord pro:sub v pro:obj pro:sub prep +""/.",ENG ENG ENG ENG ENG ENG,0
587,has she been in an accident or something ?,v pro:sub cop prep det:art n coord pro:indef ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
588,I'm like no .,pro:sub co co .,ENG ENG ENG,0
589,"he's like ""/.","pro:sub prep +""/.",ENG ENG,0
